year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,canonical_tag,canonical_reason,drivetrain_source,status,time_remaining_or_date_sold,price,bids
2015,HYUNDAI,Accent,Active RB,Hatchback,CVT,Petrol,152132,5.0,KMHCT51BTGU273398,AJB319,29-01-2026,4,1.4,Red,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062308/motor-vehicles-motor-cycles/2015-hyundai-accent-active-rb-cvt-hatchback,"Front Seat Stains Both
Dents or marks on body consistent with age and kilometres.
Paint peeling on various panels
Medium Scuff on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 7m53s,709.0,8.0
2015,NISSAN,Pathfinder,Ti R52,Wagon,CVT,Petrol,268436,7.0,5N1AR2MM8FC655531,1MO8EA,28-09-2026,6,3.5,White,Cream Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062309/motor-vehicles-motor-cycles/2015-nissan-pathfinder-ti-r52-cvt-7-seats-wagon,"Large Scuffs Around vehicle
Windscreen Chipped.
Paint peeling Bonnet
Rear bumper Cracked bumper.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 7m22s,109.0,2.0
2014,SUBARU,Outback,2.0D Premium B5A,Wagon,CVT,Diesel,200362,5.0,JF2BRDKY5EG063532,1SZ6II,25-03-2026,4,2.0,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062310/motor-vehicles-motor-cycles/2014-subaru-outback-2-0d-premium-b5a-turbo-diesel-cvt-wagon,"Large Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2011,BMW,X5,xDrive 30d E70 LCI,Wagon,Automatic,Diesel,126296,5.0,WBAZW42050L793236,No plates,Unregistered,6,3.0,Dark Blue,Black Leather,Yes,No,Yes,Yes,No,VIC,https://www.grays.com/lot/0001-21062312/motor-vehicles-motor-cycles/2011-bmw-x5-xdrive-30d-e70-lci-turbo-diesel-automatic-8-speed-wagon,"Flat Battery. Jump start or towing required
Dents or marks on body consistent with age and kilometres.
Damaged Front left headlight
Large Scratch on Around vehicle
Medium Dent on Rear bumper",UNCLASSIFIED,[OUT_OF_SCOPE],,active,4d 21h 11m42s,9.0,0.0
2017,TOYOTA,Yaris,Ascent NCP130R,Hatchback,Automatic,Petrol,82638,5.0,JTDKW3D360D590100,1KE5FW,26-01-2026,4,1.3,White,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062316/motor-vehicles-motor-cycles/2017-toyota-yaris-ascent-ncp130r-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Seat Torn Driver seat
Carpet worn in places.
Door card Worn.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2009,BMW,118i,18i E87,Hatchback,Automatic,Petrol,159701,5.0,WBAUE72070E017144,XXU497,15-01-2026,4,2.0,Black,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062318/motor-vehicles-motor-cycles/2009-bmw-118i-18i-e87-automatic-hatchback,"Engine Smoke visible
Other Warning light ON
Medium Scratch on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2016,HYUNDAI,Accent,Active RB,Hatchback,CVT,Petrol,138285,5.0,KMHCT51BTHU308327,1IZ8SF,17-05-2026,4,1.4,Black,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062319/motor-vehicles-motor-cycles/2016-hyundai-accent-active-rb-cvt-hatchback,"Transmission Requires attention Strongly recommend inspection by qualified third party
Dents or marks on body consistent with age and kilometres.
Engine light ON",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2012,MITSUBISHI,Lancer,LX CJ,Sedan,CVT,Petrol,288735,5.0,JMFSTCY4ADU000737,ZAA440,26-03-2026,4,2.0,Grey,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062321/motor-vehicles-motor-cycles/2012-mitsubishi-lancer-lx-cj-cvt-sedan,"Medium Scratch on Around vehicle
Paint peeling Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2016,VOLKSWAGEN,Tiguan,132TSI COMFORTLINE MK2,Wagon,Automatic,Petrol,151764,5.0,WVGZZZ5NZHW311495,No Plates,Unregistered,4,2.0,White,Grey,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062323/motor-vehicles-motor-cycles/2016-volkswagen-tiguan-132tsi-comfortline-mk2-automatic-wagon,"Medium Scuff on Around vehicle
Large Scratch on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2011,BMW,5,Series 520d F10,Sedan,Automatic,Diesel,203769,5.0,WBAFW12070C836766,2EB1KU,13-01-2026,4,2.0,Grey,Beige Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062324/motor-vehicles-motor-cycles/2011-bmw-5-series-520d-f10-turbo-diesel-automatic-8-speed-sedan,"Dents or marks on body consistent with age and kilometres.
Door card Worn.
Front Seat worn both
Medium Scratch on various panels",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2014,NISSAN,Pathfinder,ST R52,Wagon,CVT,Petrol,175470,7.0,5N1AR2MN6EC689796,1AX6XR,06-12-2025,6,3.5,White,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062325/motor-vehicles-motor-cycles/2014-nissan-pathfinder-st-r52-cvt-7-seats-wagon,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.
Paint peeling Roof",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2010,FORD,Fiesta,LX WT,Hatchback,Manual,Diesel,147140,5.0,MNBJXXARJJAG30451,YRW247,22-05-2026,4,1.6,Blue,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062326/motor-vehicles-motor-cycles/2010-ford-fiesta-lx-wt-turbo-diesel-manual-hatchback,Medium Scratch on Around vehicle,UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2014,MERCEDES,Benz,ML400 W166,Wagon,Automatic,Petrol,238441,5.0,WDC1660562A400714,S522DBP,Unregistered,6,3.0,Black,Beige Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062327/motor-vehicles-motor-cycles/2014-mercedes-benz-ml400-w166-automatic-wagon,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2005,HONDA,Accord,VTi 30th Anniversary 7th Gen,Sedan,Automatic,Petrol,279663,5.0,MRHCM56405P060521,WLY233,22-03-2026,4,2.4,Grey,Maroon,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062328/motor-vehicles-motor-cycles/2005-honda-accord-vti-30th-anniversary-7th-gen-automatic-sedan,"Engine light ON
Medium Scratch on Around vehicle
Large Scuff on Around vehicle
Paint fading Around vehicle
Front Seat worn drivers
rear Cracked bumper.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2016,FORD,Ranger,Wildtrak 4x4 PX II,Dual Cab,Automatic,Diesel,192786,5.0,MPBUMFF50GX103910,1PR7SZ,12-06-2026,5,3.2,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062329/motor-vehicles-motor-cycles/2016-ford-ranger-wildtrak-4x4-px-ii-turbo-diesel-automatic-dual-cab,"Door card Worn.
Medium Scratch on Around vehicle
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2011,SKODA,Octavia,RS 147TSI 1Z,Wagon,Automatic,Petrol,263664,5.0,TMBUF61Z4B2168599,AQE040,29-08-2026,4,2.0,Black,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062330/motor-vehicles-motor-cycles/2011-skoda-octavia-rs-147tsi-1z-automatic-wagon,"Seat Torn Front seats
Door card Damaged.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Paint fading Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2002,HOLDEN,Commodore,Executive VX,Wagon,Automatic,Petrol,354936,5.0,6H8VXK35A2L909362,SML882,03-01-2026,6,3.8,White,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062331/motor-vehicles-motor-cycles/2002-holden-commodore-executive-vx-automatic-wagon,"Engine noise observed, Engine idling rough
Hood Lining Sagging
Drivers seat Controls inoperable
Door card Damaged.
Front seats torn
Windscreen Cracked.
Corrosion visible, Paint cracked Around vehicle
Large Dents, scratches Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2008,TOYOTA,Camry,Sportivo ACV40R,Sedan,Automatic,Petrol,181279,5.0,6T153BK400X048694,WLZ726,15-10-2026,4,2.4,White,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21062333/motor-vehicles-motor-cycles/2008-toyota-camry-sportivo-acv40r-automatic-sedan,"Door card Worn.
Medium Scuff on Around vehicle
Paint peeling Roof
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2010,HOLDEN,Cruze,CDX JG,Sedan,Automatic,Petrol,68906,5.0,KL3JA695JAK628136,XMU258,06-04-2026,4,1.8,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062335/motor-vehicles-motor-cycles/2010-holden-cruze-cdx-jg-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Driver seat torn",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2013,JEEP,Grand,Cherokee Laredo Laredo (4x4) WK T D,Wagon,Automatic,Diesel,243038,5.0,1C4RJFEMXEC165577,ZTB595,25-01-2026,6,3.0,White,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062336/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-laredo-laredo-4x4-wk-t-d-auto-8-speed-wagon,"Medium Dent on Rear bumper
Tyre Pressure Warning Light Warning light ON
Windscreen Chipped.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2010,TOYOTA,Yaris,YR NCP90R,Hatchback,Manual,Petrol,96753,5.0,JTDKW923005154942,XVJ880,22-07-2026,4,1.3,Silver,Grey,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062338/motor-vehicles-motor-cycles/2010-toyota-yaris-yr-ncp90r-manual-hatchback,"Medium Dents, Scratches, Paint Fade Around vehicle
Exterior: hazed headlights
Exterior: hazed headlights",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2010,FORD,Mondeo,Zetec MA,Hatchback,Automatic,Petrol,229372,5.0,WF0EXXGBBEAU26532,EWK79H,Unregistered,4,2.3,Purple,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062339/motor-vehicles-motor-cycles/2010-ford-mondeo-zetec-ma-automatic-hatchback,"Medium Dents, Scratches, Paint fading Around vehicle
Windscreen Chipped or Cracked.
Exterior: Driver side rear window requires attention
Exterior: Driver side rear window requires attention",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2003,SUBARU,Liberty,2.5i B4,Wagon,Manual,Petrol,172863,5.0,JF1BP9KK44G006102,1CR4GQ,27-01-2026,4,2.5,Silver,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062340/motor-vehicles-motor-cycles/2003-subaru-liberty-2-5i-b4-manual-wagon,"Flat Battery. Jump start or towing required
Seat Torn Drivers
Damaged Passenger indicator
Paint fading Around vehicle
Rear Cracked bumper.
Large Dent on Around vehicle
ABS light ON",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2007,SUBARU,Outback,2.5i B4A,Wagon,Automatic,Petrol,276954,5.0,JF2BP9KLA7G055158,1VU1AB,21-01-2026,4,2.5,Silver,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062342/motor-vehicles-motor-cycles/2007-subaru-outback-2-5i-b4a-automatic-wagon,"Medium Scratch on Around vehicle
Medium Dent on Around vehicle
Front Seat worn Front seats
Dash Torn or Cracked
Airbag light ON
Dents or marks on body consistent with age and kilometres.
Paint fading on various panels",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2013,MERCEDES,Benz,C-Class C200 BE W204,Sedan,Automatic,Petrol,232732,5.0,WDD2040482A880069,AAO629,26-02-2026,4,1.8,Black,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062352/motor-vehicles-motor-cycles/2013-mercedes-benz-c-class-c200-be-w204-automatic-sedan,"Paint fading Around vehicle
Dents or marks on body consistent with age and kilometres.
Door card Worn.
Windscreen Chipped or Cracked.
Medium Scratch on various panels
Medium Scuff on various panels",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2000,MERCEDES,Benz,C320 Elegance W203,Sedan,Automatic,Petrol,320937,5.0,WDB2030642F023841,1ZB9MB,08-04-2026,6,3.2,Silver,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062353/motor-vehicles-motor-cycles/2000-mercedes-benz-c320-elegance-w203-automatic-sedan,"Medium Scuff on Around vehicle
Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.
Front Seat worn drivers
Door card Worn.
Paint peeling various panels
Air Conditioning requires attention
Sunroof requires attention",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 41m46s,9,1.0
2005,TOYOTA,Rav,4 CRUISER ACA23R,Wagon,Automatic,Petrol,277569,5.0,JTEHD20V200062428,UTS667,24-04-2026,4,2.4,White,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062354/motor-vehicles-motor-cycles/2005-toyota-rav-4-cruiser-aca23r-automatic-wagon,"Door card Worn.
Large Scratch on Around vehicle
Sunroof requires attention
Carpet worn in places.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 41m25s,1109,21.0
2014,LAND,Rover,Range Rover Sport 3.0 TDV6 SE L494 T AutoWagon,Wagon,Automatic,Diesel,164926,5.0,SALWA2KE7EA388690,DUT541,16-01-2026,6,3.0,Grey,Black Leather,Yes,No,No,Partial - Online Service History,Yes,VIC,https://www.grays.com/lot/0001-21062355/motor-vehicles-motor-cycles/2014-land-rover-range-rover-sport-3-0-tdv6-se-l494-t-diesel-autowagon,"Seat Torn Drivers
Hood Lining Sagging
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,5d 16h 46m18s,9,0.0
2010,SUBARU,Liberty,2.5i SPORTS PREMIUM B5,Wagon,CVT,Petrol,226669,5.0,JF1BR9K92BG020059,YMI327,19-01-2026,4,2.5,Red,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062356/motor-vehicles-motor-cycles/2010-subaru-liberty-2-5i-sports-premium-b5-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat worn drivers
Medium Scratch on various panels
Medium Dent on various panels",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 40m56s,9,1.0
2013,FORD,Mondeo,Zetec MC,Hatchback,Automatic,Diesel,256341,5.0,WF0EXXGBBEDC71026,1AP9DP,11-03-2026,4,2.0,Navy Blue,Black,No,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062357/motor-vehicles-motor-cycles/2013-ford-mondeo-zetec-mc-turbo-diesel-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 40m49s,9,0.0
2015,LAND,Rover,Range Rover Evoque TD4 150 SE 9,Wagon,Automatic,Diesel,128233,5.0,SALVA2AN2GH105491,DCR82W,Unregistered,4,2.0,White,Cream Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062358/motor-vehicles-motor-cycles/2015-land-rover-range-rover-evoque-td4-150-se-turbo-diesel-9-auto-wagon,"Medium Scratch on Around vehicle
Engine light ON",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 40m38s,709,10.0
2012,LAND,Rover,Range Rover Sport 3.0 SDV6 LUXURY,Wagon,Automatic,Diesel,215389,5.0,SALLSAAF3DA775952,ZOD086,15-02-2026,6,3.0,Silver,Cream Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21062359/motor-vehicles-motor-cycles/2012-land-rover-range-rover-sport-3-0-sdv6-luxury-turbo-diesel-auto-wagon,"Carpet worn in places.
Door card Damaged.
Paint cracked Rear bar
Large Scuff on Around vehicle",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 40m32s,1009,14.0
2013,BMW,5,Series 520d F10 LCI,Sedan,Automatic,Diesel,175912,5.0,WBA5C32050D629013,1AO5GJ,10-01-2026,4,2.0,Dark Blue,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21062360/motor-vehicles-motor-cycles/2013-bmw-5-series-520d-f10-lci-turbo-diesel-automatic-8-speed-sedan,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Medium Scratch on various panels
Paint peeling various panels",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 40m24s,209,3.0
2006,MERCEDES,Benz,C-Class C180 K Classic W203,Sedan,Automatic,Petrol,164210,5.0,WDC2030462R248872,YUR323,23-06-2026,4,1.8,Silver,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21062362/motor-vehicles-motor-cycles/2006-mercedes-benz-c-class-c180-k-classic-w203-automatic-sedan,"Door card Worn.
Medium Scratches, Scuffs Around vehicle
Paint cracked Varioous areas
Damaged Lh indicator
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,Active,4d 16h 40m17s,109,2.0
2016,TOYOTA,Landcruiser,VX 4x4,SUV,Automatic,Diesel,189889,7.0,JTMHV05J904209056,No plates,Unregistered,8,4.5,White,,Yes,No,Yes,Yes,Yes,"SPRINGWOOD, QUEENSLAND, 4127",https://www.grays.com/lot/0001-50082459/motor-vehicles-motor-cycles/2016-toyota-landcruiser-vx-auto-4x4,,UNCLASSIFIED,[OUT_OF_SCOPE],,active,22h 6m35s,54100.0,654.0
2015,MAZDA,Cx-3,S TOURING DK,Wagon,Automatic,Diesel,199572,5.0,JM0DK4WSA00101557,No plates,Unregistered,4,1.5,White,Black Leather,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517585/motor-vehicles-motor-cycles/2015-mazda-cx-3-s-touring-dk-turbo-diesel-automatic-wagon,"Front Seat worn rhf,
Dents or marks on body consistent with age and kilometres.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,22h 6m25s,509.0,6.0
2012,MAZDA,3,Neo BL,Sedan,Manual,Petrol,138011,5.0,JM0BL10F200350555,No plates,Unregistered,4,2.0,Blue,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517719/motor-vehicles-motor-cycles/2012-mazda-3-neo-bl-manual-sedan,"Medium Scuff on Front bumper
Damaged LHR tail light
Large Dent on various panels",UNCLASSIFIED,[OUT_OF_SCOPE],,active,22h 5m53s,809.0,14.0
2016,HYUNDAI,I40,Active VF,Sedan,Automatic,Diesel,175791,5.0,KMHLB41UVGU092018,No plates,Unregistered,4,1.7,Silver,Black,Yes,No,No,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517737/motor-vehicles-motor-cycles/2016-hyundai-i40-active-vf-turbo-diesel-automatic-sedan,"Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Dash Torn or Cracked
Front Cracked bumper.
Large Scratch on Front bumper
Door Handle Not Working or Broken.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,22h 3m50s,209.0,5.0
2013,NISSAN,Pulsar,ST C12,Hatchback,CVT,Petrol,157587,5.0,MNTFAAC12A0004591,No plates,Unregistered,4,1.8,Blue,Grey,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517738/motor-vehicles-motor-cycles/2013-nissan-pulsar-st-c12-cvt-hatchback,"Front Seat worn Both
Dents or marks on body consistent with age and kilometres.
Paint fading Roof,
Large Scuff on Front bumper, rear bumper",UNCLASSIFIED,[OUT_OF_SCOPE],,active,1d 1h 46m36s,109.0,2.0
2009,PORSCHE,Cayenne,,Wagon,Automatic,Diesel,171173,5.0,WP1ZZZ9PZ9LA21244,No plates,Unregistered,6,3.0,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517739/motor-vehicles-motor-cycles/2009-porsche-cayenne-diesel-turbo-diesel-automatic-wagon,"Medium Scratch on RHF guard
Dents or marks on body consistent with age and kilometres.
Medium Scratch on LHR guard
Medium Scratch on various panels",UNCLASSIFIED,[OUT_OF_SCOPE],,active,1h 0m52s,6950.0,52.0
2022,MG,Mg3,Core 5D,Hatchback,Automatic,Petrol,47731,5.0,LSJZ14U96NS094769,No plates,Unregistered,4,1.5,White,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517740/motor-vehicles-motor-cycles/2022-mg-mg3-core-auto-5d-hatch-47-731kms,"Flat Battery. Jump start or towing required
Dents or marks on body consistent with age and kilometres.
Hail damage visible.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,1h 0m14s,4500.0,59.0
2012,HYUNDAI,Veloster,+ FS,Coupe,Manual,Petrol,208602,4.0,KMHTC61DLCU082999,No plates,Unregistered,4,1.6,White,Black,Yes,Yes,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50517741/motor-vehicles-motor-cycles/2012-hyundai-veloster-fs-manual-coupe,"Engine overheating, tow advisable.
Front Seat worn Both
Dents or marks on body consistent with age and kilometres.
Flat Battery. Jump start or towing required
Paint peeling Rear bumper, both mirrors, roof and window surrounds.
Medium Dent on Rhf door and RHR quater panel",UNCLASSIFIED,[OUT_OF_SCOPE],,active,1d 1h 44m46s,309.0,4.0
2009,AUDI,A6,3.0 TFSI Quattro C6,Sedan,Automatic,Petrol,249386,5.0,WAUZZZ4FXAN040720,No plates,Unregistered,6,3.0,Black,Black Leather,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50517743/motor-vehicles-motor-cycles/2009-audi-a6-3-0-tfsi-quattro-c6-automatic-sedan,"Front Seat worn both
Dents or marks on body consistent with age and kilometres.
Large Scuff on Front bumper,
Medium Dent on Rear bumper",UNCLASSIFIED,[OUT_OF_SCOPE],,active,1d 1h 44m36s,2609.0,43.0
2019,BMW,5,Series 530d G30,Sedan,Automatic,Diesel,92705,5.0,WBAJC92080B467214,No plates,Unregistered,6,3.0,White,Black Leather,Yes,No,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50517745/motor-vehicles-motor-cycles/2019-bmw-5-series-530d-g30-turbo-diesel-automatic-8-speed-sedan,"Engine light ON
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Door card Worn.",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2009,HONDA,Civic,VTi-L 8TH GEN,Sedan,Automatic,Petrol,206018,5.0,MRHFD16709P021669,No plates,Unregistered,4,1.8,Blue,Grey,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517746/motor-vehicles-motor-cycles/2009-honda-civic-vti-l-8th-gen-automatic-sedan,"Carpet worn in places.
Hood Lining Sagging
Dents or marks on body consistent with age and kilometres.
Paint fading Both bumpers and rh mirror
Medium Dent on RHR guard
Large Dent on Rhf door and lh sill
Damaged Rh tail light
Large Scuff on RHR bumper and LHF bumper",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
2016,AUDI,A4,2.0 TFSI QUATT SPORT B9,Sedan,Automatic,Petrol,214400,5.0,WAUZZZF46GA084080,No plates,Unregistered,4,2.0,Black,Black Leather,Yes,No,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50714137/motor-vehicles-motor-cycles/2016-audi-a4-2-0-tfsi-quatt-sport-b9-automatic-sedan,"Hood Lining Sagging
Other Warning light ON
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Large Scratch on various panels",UNCLASSIFIED,[OUT_OF_SCOPE],,active,44m25s,5800.0,43.0
2012,VOLKSWAGEN,Amarok,TDI400 HIGHLINE 2H,Dual Cab,Manual,Diesel,190782,5.0,WV1ZZZ2HZCA031942,No plates,Unregistered,4,2.0,Silver,Black,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714171/motor-vehicles-motor-cycles/2012-volkswagen-amarok-tdi400-highline-2h-turbo-diesel-manual-dual-cab,Dents or marks on body consistent with age and kilometres.,UNCLASSIFIED,[OUT_OF_SCOPE],,active,1d 0h 43m50s,4600.0,62.0
2006,MAZDA,3,MPS SPORT PACK BK,Hatchback,Manual,Petrol,183088,5.0,JM0BK103200301614,No plates,Unregistered,4,2.3,Black,Black Leather,Yes,No,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50714184/motor-vehicles-motor-cycles/2006-mazda-3-mps-sport-pack-bk-manual-hatchback,"Front Seat worn Both
Back Seat worn.
Hail damage visible.
Engine light ON
Airbag light ON",UNCLASSIFIED,[OUT_OF_SCOPE],,active,43m39s,1809.0,22.0
2012,MAZDA,Cx-5,Grand Touring KE,Wagon,Automatic,Diesel,157577,5.0,JM0KE102100108025,No plates,Unregistered,4,2.2,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50714185/motor-vehicles-motor-cycles/2012-mazda-cx-5-grand-touring-ke-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Door card Damaged.
Paint peeling Rear bumper",UNCLASSIFIED,[OUT_OF_SCOPE],,active,1d 1h 43m13s,2100.0,34.0
2016,MERCEDES,Benz,Sprinter 319CDI MWB Ambulance Van,Van,Automatic,Diesel,522886,4.0,WDB9066332P269662,No plates,Unregistered,6,3.0,White,Black,Yes,Yes,No,No,Yes,QLD,https://www.grays.com/lot/0001-50714187/motor-vehicles-motor-cycles/2016-mercedes-benz-sprinter-319cdi-mwb-automatic-ambulance-van,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on LHR guard
Large Dent on LHR guard
Medium Dent on LHF door",UNCLASSIFIED,[OUT_OF_SCOPE],,active,1h 42m39s,2900.0,26.0
2015,FORD,Ranger,XLS 4WD Ute,Dual Cab,Automatic,Diesel,226111,5.0,MNAUMFF50FW514818,No plates,Unregistered,6,3.2,Blue,Grey,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50714193/motor-vehicles-motor-cycles/2015-ford-ranger-xls-4wd-automatic-dual-cab-ute,"Comments: ABS Brakes, Multi Function Steering Wheel, Side Steps, Tow Bar,
Exterior Damage: Minor small dents and Scratches. Sun Damage to roof.; Engine & Mechanical: Service light on dash",UNCLASSIFIED,[OUT_OF_SCOPE],,active,nan,nan,
