year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition
2014.0,Mitsubishi,Lancer,ES CJ Manual Sedan,Sedan,Manual,Petrol,148337,5.0,JMFSNCY4AFU000879,1EQL549,03-02-2027 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Blue,Charcoal,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9067140/motor-vehicles-motor-cycles/2014-mitsubishi-lancer-es-cj-manual-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front left quater panel
Door card Worn.
Front Seat worn drivers"
2014.0,Volkswagen,Touareg,150TDI 7P Turbo Diesel Automatic - 8 Speed Wagon,Wagon,Automatic - 8 Speed,Diesel,143702,5.0,WVGZZZ7PZFD001871,1IXD688,12-07-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3,White,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067141/motor-vehicles-motor-cycles/2014-volkswagen-touareg-150tdi-7p-turbo-diesel-automatic-8-speed-wagon,Dents or marks on body consistent with age and kilometres.
2017.0,Holden,Astra,R BK Automatic Hatchback,Hatchback,Automatic,Petrol,69485,5.0,W0LBF6EC2HG153218,1GLJ601,25-06-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.4,Red,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067142/motor-vehicles-motor-cycles/2017-holden-astra-r-bk-automatic-hatchback,"Medium Scratch on Various panels
Paint peeling on various panels
Dents or marks on body consistent with age and kilometres."
2016.0,BMW,X1,xDrive25i F48 Automatic - 8 Speed Wagon,Wagon,Automatic - 8 Speed,Petrol,146130,5.0,WBAHT120405C25943,1IWB091,12-05-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,White,Cream Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9067143/motor-vehicles-motor-cycles/2016-bmw-x1-xdrive25i-f48-automatic-8-speed-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat worn drivers"
2012.0,BMW,X5,xDrive 40d SPORT E70 LCI Turbo Diesel Automatic - 8 Speed Wagon,Wagon,Automatic - 8 Speed,Diesel,173528,5.0,WBAZW620500A91658,1EGO326,19-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067144/motor-vehicles-motor-cycles/2012-bmw-x5-xdrive-40d-sport-e70-lci-turbo-diesel-automatic-8-speed-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat worn driver side
Medium Scratch on various panels
Paint fading on various panels"
2002.0,Mercedes,Benz,ML270CDI W163 Turbo Diesel Automatic 7 Seats Wagon,Wagon,Automatic,Diesel,287037,7.0,WDC1631132A392815,1CMR415,09-07-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,5,2.7,Silver,Black Leather,Yes,Yes,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9067145/motor-vehicles-motor-cycles/2002-mercedes-benz-ml270cdi-w163-turbo-diesel-automatic-7-seats-wagon,"Medium Scratch on Various panels
Front and Rear Cracked bumper.
Paint peeling Various panels
Other Warning light ON
Front Seat worn Both front seats
Door card Worn.
Engine Oil Leak
Seat Torn drivers seat
Dents or marks on body consistent with age and kilometres."
2013.0,Mazda,6,Atenza GJ Turbo Diesel Automatic Wagon,Wagon,Automatic,Diesel,223491,5.0,JM0GJ102100120927,1IST009,04-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.2,Silver,Black Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9067146/motor-vehicles-motor-cycles/2013-mazda-6-atenza-gj-turbo-diesel-automatic-wagon,"Paint fading Roof and bonnet
Dents or marks on body consistent with age and kilometres."
2014.0,Ford,Ranger,XL 4X2 Hi-Rider PX Turbo Diesel Automatic Dual Cab,Dual Cab,Automatic,Diesel,271561,5.0,MNAUMFF80EW275070,1HTO037,01-06-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.2,White,Charcoal,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9067148/motor-vehicles-motor-cycles/2014-ford-ranger-xl-4x2-hi-rider-px-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Large Dent on Left side"
2013.0,Jeep,Grand,Cherokee OVERLAND WK Turbo Diesel Automatic - 8 Speed Wagon,Wagon,Automatic - 8 Speed,Diesel,174761,5.0,1C4RJFGMXEC180299,1IWR919,28-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9067149/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-overland-wk-turbo-diesel-automatic-8-speed-wagon,Dents or marks on body consistent with age and kilometres.
2014.0,Toyota,Hilux,4X4 SR5 KUN26R Turbo Diesel Manual Dual Cab,Dual Cab,Manual,Diesel,206540,5.0,MR0FZ29G201747767,Unlicensed - Plates to be removed,"Sold Unregistered, Without Plates",4,3,White,Charcoal,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9067157/motor-vehicles-motor-cycles/2014-toyota-hilux-4x4-sr5-kun26r-turbo-diesel-manual-dual-cab,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Various panels
Medium Scratch on Various panels
Engine light ON
Other Warning light ON"
2006.0,Chrysler,PT,Cruiser Special Edition Automatic Hatchback,Hatchback,Automatic,Petrol,77443,5.0,1A8F4B8B07T552521,B1013,01-07-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.4,Blue,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067159/motor-vehicles-motor-cycles/2006-chrysler-pt-cruiser-special-edition-automatic-hatchback,"Paint peeling both bumpers
Damaged left headlight
Paint cracked rear bumper bar
Dents or marks on body consistent with age and kilometres."
2010.0,Suzuki,Kizashi,XL FR CVT Sedan,Sedan,CVT,Petrol,239364,5.0,JSAFRE91S00110758,1IVT649,08-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.4,Black,Charcoal,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067161/motor-vehicles-motor-cycles/2010-suzuki-kizashi-xl-fr-cvt-sedan,"Dents or marks on body consistent with age and kilometres.
Paint fading Lightly various panels
Medium Scratch on Various panels"
2018.0,Mitsubishi,Outlander,LS AWD ZL CVT 7 Seats Wagon,Wagon,CVT,Petrol,144927,7.0,JMFXTGF8WKZ004540,1HLP477,01-05-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.4,White,Black,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9067163/motor-vehicles-motor-cycles/2018-mitsubishi-outlander-ls-awd-zl-cvt-7-seats-wagon,"Large Scuff on Various along passenger side
Large Dent on Passenger rear quarter and door
Dents or marks on body consistent with age and kilometres.
Medium Scratch on various panels"
2005.0,Holden,Cruze,YG Automatic Wagon,Wagon,Automatic,Petrol,157722,5.0,JSAGHY81S00124237,1CET822,13-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.5,Yellow,Charcoal,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067164/motor-vehicles-motor-cycles/2005-holden-cruze-yg-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Various panels
Medium Scratch on Various panels"
2012.0,BMW,X3,xDrive 20d F25 Turbo Diesel Automatic - 8 Speed Wagon,Wagon,Automatic - 8 Speed,Diesel,143994,5.0,WBAWY32070L684915,1GRB878,15-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Light Blue,Cream Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067165/motor-vehicles-motor-cycles/2012-bmw-x3-xdrive-20d-f25-turbo-diesel-automatic-8-speed-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Front and Rear bumper"
2012.0,Ford,Focus,Ambiente LW II Manual Hatchback,Hatchback,Manual,Petrol,96217,5.0,MPB1XXMXB1CE07096,1DZY542,16-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.6,Blue,Charcoal,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067166/motor-vehicles-motor-cycles/2012-ford-focus-ambiente-lw-ii-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
Paint fading Rear bumper
Engine noise observed."
2010.0,Mazda,3,Neo BL Automatic Sedan,Sedan,Automatic,Petrol,242338,5.0,JM0BL10F100184541,1EUW645,"21-01-2026, Please note this vehicle license has expired, but can be paid until 21/04/2026. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",4,2,Dark Grey,Grey,Yes,Yes,No,Yes,Yes,WA,https://www.grays.com/lot/0001-9067167/motor-vehicles-motor-cycles/2010-mazda-3-neo-bl-automatic-sedan,"ABS light ON
Traction control light ON
Paint fading Various panels
Medium Scuff on Rear left quarter
Front Seat Marks drivers"
2013.0,BMW,X3,xDrive 20d F25 Turbo Diesel Automatic - 8 Speed Wagon,Wagon,Automatic - 8 Speed,Diesel,149699,5.0,WBAWY320000H06550,1ENX887,11-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Champagne,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067168/motor-vehicles-motor-cycles/2013-bmw-x3-xdrive-20d-f25-turbo-diesel-automatic-8-speed-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various panels"
2008.0,Mitsubishi,Outlander,VRX ZG Automatic 7 Seats Wagon,Wagon,Automatic,Petrol,258108,7.0,JMFXLCW6W8Z001993,Unlicensed,"Sold Unregistered, Without Plates",6,3,White,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067169/motor-vehicles-motor-cycles/2008-mitsubishi-outlander-vrx-zg-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Engine light ON
Medium Scratch on Various panels
Front Seat worn Drivers seat"
2012.0,Honda,ACCORD,EURO Luxury 8TH GEN Automatic Sedan,Sedan,Automatic,Petrol,153151,5.0,JHMCU2680CC208255,1IWO346,30-05-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.4,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9067170/motor-vehicles-motor-cycles/2012-honda-accord-euro-luxury-8th-gen-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Seat Torn Both front seats
Paint fading Roof"
2014.0,BMW,X3,xDrive 20d F25 Turbo Diesel Automatic - 8 Speed Wagon,Wagon,Automatic - 8 Speed,Diesel,175465,5.0,WBAWY320500H08679,1ENP945,20-07-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Red,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067171/motor-vehicles-motor-cycles/2014-bmw-x3-xdrive-20d-f25-turbo-diesel-automatic-8-speed-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front right quater panel
Other Warning light ON"
2015.0,BMW,X3,xDrive 30d F25 Turbo Diesel Automatic - 8 Speed Wagon,Wagon,Automatic - 8 Speed,Diesel,224640,5.0,WBAWY520200R03938,1EWG790,22-09-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3,Black,Black Leather,Yes,Yes,No,Yes,Yes,WA,https://www.grays.com/lot/0001-9067175/motor-vehicles-motor-cycles/2015-bmw-x3-xdrive-30d-f25-turbo-diesel-automatic-8-speed-wagon,"Large Scuff on driver door
Medium Dent on driver rear door
Windscreen Chipped or Cracked.
Other Warning light ON"
2006.0,Hyundai,Getz,SX TB Automatic Hatchback,Hatchback,Automatic,Petrol,238977,5.0,KMHBT51BR7U636635,1HKK271,14-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.6,White,Charcoal,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9067176/motor-vehicles-motor-cycles/2006-hyundai-getz-sx-tb-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Various panels
Paint fading Various panels
Front bumper Cracked bumper."
2012.0,Toyota,Camry,Hybrid H AVV50R CVT Sedan,Sedan,CVT,Hybrid,342822,5.0,6T1BD3FK90X126193,1EGK104,"23-02-2026 - Please note this vehicle license has expired, but can be paid until 23/05/2026. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",4,2.5,Red,Black,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067177/motor-vehicles-motor-cycles/2012-toyota-camry-hybrid-h-avv50r-cvt-sedan,"Other Warning light ON
Engine light ON
Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Door card Worn.
Medium Scratch on Front bumper
Medium Scuff on Rear bumper
Paint fading various panels"
2011.0,Ford,Ranger,XL 4X4 PK Turbo Diesel Automatic Dual Cab,Dual Cab,Automatic,Diesel,249627,5.0,MNAUSFE90BW939900,1DQR752,04-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,3,White,Charcoal,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067179/motor-vehicles-motor-cycles/2011-ford-ranger-xl-4x4-pk-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Various locations
Door Mirror Broken Drivers side
Damaged Both rear lights"
2018.0,Volvo,XC60,D4 MOMENTUM Turbo Diesel Automatic - 8 Speed Wagon,Wagon,Automatic - 8 Speed,Diesel,144973,5.0,YV1UZA8ACJ1104327,1FCT594,15-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Grey,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9067184/motor-vehicles-motor-cycles/2018-volvo-xc60-d4-momentum-turbo-diesel-automatic-8-speed-wagon,"Dents or marks on body consistent with age and kilometres.
Other Warning light ON"
2014.0,Nissan,Pulsar,ST C12 CVT Hatchback,Hatchback,CVT,Petrol,109499,5.0,MNTFAAC12A0006108,1EOJ922,24/08/2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.8,Navy Blue,Charcoal,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9067185/motor-vehicles-motor-cycles/2014-nissan-pulsar-st-c12-cvt-hatchback,"Dents or marks on body consistent with age and kilometres.
Door card Worn.
Large Scuff on Drivers side
Large Scratch on Drivers side
Medium Dent on rear bumper"
2013.0,Ford,Focus,Trend LW II Automatic Sedan,Sedan,Automatic,Petrol,116029,5.0,MPB2XXMXB2DE55249,1ELZ334,16-01-2027 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Dark Grey,Charcoal,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9067187/motor-vehicles-motor-cycles/2013-ford-focus-trend-lw-ii-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Engine light ON
Medium Scuff on Front bumper"
2013.0,Mitsubishi,Pajero,GLXR 4WD Automatic Wagon,Wagon,Automatic,"Diesel, Turbo Diesel","368,740 Kms",5.0,JMFLYV98WDJ001785,674 KW5,,4,,White,Black,Yes,No,No,Unknown,Yes,QLD,https://www.grays.com/lot/0009-7061340/motor-vehicles-motor-cycles/2013-mitsubishi-pajero-glxr-4wd-automatic-wagon,"Seat & Upholstery: Good
Controls & Dash: Good
Paint: Fair
Exterior Damage: Panel damage (Bonet), dents and stone chips (refer to photos)
Engine & Mechanical Issues: Under-body corrosion. Vehicle previously from a mine site, therefore, may require extra parts not listed in descriptions, or batteries/jump pack to start on collection. Inspection is highly recommended."
2013.0,Mitsubishi,Pajero,GLXR 4WD Automatic Wagon,Wagon,Automatic,"Diesel, Turbo Diesel","316,181 Kms",5.0,JMFLYV98WDJ001826,,"Sold Unregistered, Without Plates",4,,White,Black,Yes,No,No,Unknown,Yes,QLD,https://www.grays.com/lot/0010-7061340/motor-vehicles-motor-cycles/2013-mitsubishi-pajero-glxr-4wd-automatic-wagon,"Exterior Damage: Stone Chips, Chipped Windscreen;
Engine & Mechanical: Under-body corrosion. Vehicle previously from a mine site, therefore, may require extra parts not listed in descriptions, or batteries/jump pack to start on collection. Inspection is highly recommended."
2009.0,Ford,Ranger,RWD Manual Ute,Ute,Manual,Diesel,"320,444 Kms",3.0,MNALSAE109W839238,,"Sold Unregistered, Without Plates",4,,White,Black/Gray,Yes,No,No,Unknown,Yes,QLD,https://www.grays.com/lot/0013-7061340/motor-vehicles-motor-cycles/2009-ford-ranger-rwd-manual-ute,"Engine & Mechanical: Under-body corrosion. Vehicle previously from a mine site, therefore, may require extra parts not listed in descriptions, or batteries/jump pack to start on collection. Inspection is highly recommended."
,Crafter,35,MWB TDI340 RUNNER Turbo Diesel Manual Van,Van,Manual,Diesel,308217,3.0,WV1ZZZSYZK9039198,DQ01CH,"Sold Unregistered, Without Plates",4,2,White,Grey,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352748/motor-vehicles-motor-cycles/volkswagen-crafter-35-mwb-tdi340-runner-turbo-diesel-manual-van,"Dents and scrapes on rear bar Cracked bumper.
Front bar impact damage Cracked bumper.
Seat Torn drivers"
2020.0,Mahindra,Pik-up,S6 Plus 2020 Manual Utility,,Manual,Diesel,112486,2.0,MA1RE2VG2K2034136,1SY1LB,"Sold Unregistered, Without Plates",4,2.2,White,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21063085/motor-vehicles-motor-cycles/2020-mahindra-pik-up-s6-plus-2020-manual-utility,"Medium Dent on Around vehicle
Door Mirror Broken Drivers
Steering wheel worn
Dents or marks on body consistent with age and kilometres."
,Transporter,TDI400,LWB T5 Turbo Diesel Automatic Van,Van,Automatic,Diesel,148219,2.0,WV1ZZZ7HZFH028245,1NT7PQ,20-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,4,2,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21063111/motor-vehicles-motor-cycles/volkswagen-transporter-tdi400-lwb-t5-turbo-diesel-automatic-van,"Seat Torn Drivers
Carpet worn in places.
Engine idling rough
Engine noise observed.
Windscreen Chipped or Cracked.
Door Handle Not Working or Broken.
Damaged Right rear taillight
Door Mirror Broken Drivers
Medium Dent on Around vehicle"
2021.0,Mitsubishi,Fuso,REFRIGERATED 515 Automatic Truck,,Automatic - 4 Speed,Diesel,243837,3.0,JLFFEB21E0KJ35297,No plates,"Sold Unregistered, Without Plates",4,3,White,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21063194/motor-vehicles-motor-cycles/2021-mitsubishi-fuso-refrigerated-515-automatic-truck,"Medium Scratches, Corrosion visible Around vehicle
Medium Dent on Roof
Windscreen Chipped or Cracked.
Driver Seat worn"
,Transporter,TDI400,LWB T5 RWC Issued 28/01/2026,Van,Automatic,Diesel,316131,2.0,WV1ZZZ7HZDH032445,1LB1UQ,13-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,4,2,White,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21063197/motor-vehicles-motor-cycles/volkswagen-transporter-tdi400-lwb-t5-rwc-issued-28-01-2026,"Large Scuff on Around vehicle
Rear Cracked bumper.
Corrosion visible Around vehicle
Seat Torn Drivers seat cracked"
,Shuttle,Automatic,Wagon,,Automatic,Hybrid,47899,5.0,6ZZC000GP23123465,No plates,"Sold Unregistered, Without Plates",4,1.5,Black,Multi,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21063198/motor-vehicles-motor-cycles/honda-shuttle-automatic-wagon,"Paint peeling Around vehicle
Medium Scratch on Around vehicle"
,Fuso,Automatic,Truck,,Automatic - 4 Speed,Diesel,235774,3.0,JLFFEB21E0KJ31280,2BH8QS,27-05-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,4,3,White,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21063207/motor-vehicles-motor-cycles/mitsubishi-fuso-automatic-truck,"Medium Scuff on Around exterior
Corrosion visible Inside passenger door
Dents or marks on body consistent with age and kilometres.
Front Seat worn Driver seat
Windscreen Chipped or Cracked.
Engine light ON"
,Ghibli,D,Turbo Diesel Automatic - 8 Speed Sedan,Sedan,Automatic - 8 Speed,Diesel,126910,5.0,ZAMTS57D001122599,2DN8EL,23-07-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,6,3,White,Black Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21063224/motor-vehicles-motor-cycles/maserati-ghibli-d-turbo-diesel-automatic-8-speed-sedan,"Dents or marks on body consistent with age and kilometres.
Other Warning light ON"
2013.0,Ford,Ranger,XL 4X4 PX Turbo Diesel Manual Extra Cab,Extra Cab,Manual,Diesel,330332,4.0,MNAUM1F50DW210866,1IF8KY,15-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,5,3.2,White,Grey,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21063275/motor-vehicles-motor-cycles/2013-ford-ranger-xl-4x4-px-turbo-diesel-manual-extra-cab,"Engine noise observed.
Corrosion visible Driver door
Medium Dent on Bonnet
Medium Scratch on Around vehicle
Seat Torn driver side
Medium Scuff on various panels"
2013.0,Benz,Sprinter,516 CDI LWB Turbo Diesel Automatic Caravan,Caravan,Automatic,Diesel,,6.0,WDB9061552N551632,942MB6,,4,2.1 approx.,White,Black,Yes,,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50082479/motor-vehicles-motor-cycles/mercedes-benz-sprinter-516-cdi-lwb-turbo-diesel-automatic-caravan,"Dents or marks on body consistent with age and kilometres.
Paint cracked RHR guard."
,Captiva,7,CX AWD CG II Automatic 7 Seats Wagon,Wagon,Automatic,Petrol,140014,7.0,KL3CD26CJBB149053,,"Sold Unregistered, Without Plates",6,3,White,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60050178/motor-vehicles-motor-cycles/holden-captiva-7-cx-awd-cg-ii-automatic-7-seats-wagon,Engine light ON
2006.0,Ford,F350,Super Duty Harley Davidson Edition Automatic Utility,,Automatic,Diesel,166097,5.0,1FTWW31P46ED71227,,"Sold Unregistered, Without Plates",8,6.0,Grey,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60050185/motor-vehicles-motor-cycles/2006-ford-f350-super-duty-harley-davidson-edition-automatic-utility,Please refer to the photos or arrange inspection to view the condition of this vehicle.
,Amarok,TDI340,2H Turbo Diesel Manual Dual Cab,Dual Cab,Manual,Diesel,182381,5.0,WV1ZZZ2HZGA047966,No Plates,"Sold Unregistered, Without Plates",4,2,White,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352753/motor-vehicles-motor-cycles/volkswagen-amarok-tdi340-2h-turbo-diesel-manual-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.
,Hilux,Automatic,4x4,,Automatic,Diesel,359449,5.0,6T91MPR11PXJPL006,No plates,"Sold Unregistered, Without Plates",4,2.4,Maroon,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10352759/motor-vehicles-motor-cycles/toyota-hilux-automatic-4x4,"Engine Water Leak
Engine Smoke visible
Engine Oil Leak
Front Seat worn Front seats worn
Controls inoperable Passenger rear window
Controls Missing Sunroof control switch missing
Paint peeling Paint faded and peeling on various panels
Large Dent on Large dent and scratches on rear bar
Medium Dent on Drivers quarter panel
Corrosion visible In doors, and sill panels
Engine idling rough
Engine lacks power
Windscreen Chipped or Cracked.
Dash Torn or Cracked"
,2014,Toyota,Mark X Automatic Sedan,,Automatic - 4 Speed,Petrol,107792,5.0,6ZZEGRX1336004600,No plates,"Sold Unregistered, Without Plates",6,3.5,Black,Cream,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10352763/motor-vehicles-motor-cycles/import-2014-toyota-mark-x-automatic-sedan,"Medium Dent on Bootlid
Paint peeling Driver side rear door and quarter panel
Paint fading Bonnet
Driveline requires attention, recommend inspection by qualified third party"
2018.0,LDV,G10,Automatic Van,Van,Automatic,Petrol,218445,2.0,LSKG4AL18JA090503,ECY54U,"Sold Unregistered, Without Plates",4,2,White,Grey,Yes,No,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10352770/motor-vehicles-motor-cycles/2018-ldv-g10-automatic-van,"Large Dent on All panels damaged
Front and rear Cracked bumper.
Door Mirror Broken Passenger side
Corrosion visible Roof, front pillars, tailgate, sill panels
Seat Torn Drivers seat
Other Warning light ON
Engine idling rough"
