url,analysis_timestamp,carsales_price_estimate,carsales_price_range,recommended_max_bid,expected_profit,profit_margin_percent,score_out_of_10,confidence_notes,resale_low,resale_mid,resale_high,net_profit_mid,net_profit_worst,fees_estimate,transport_estimate,rego_estimate,prep_estimate,confidence,risk_flags,verdict,computed_verdict,no_edge,edge_note,no_edge_at_current_bid,edge_buffer,analysis_context,is_top_buy,top_buy_badge,top_buy_failed_reasons,top_buy_passed_reasons,expected_auction_price,discount_used,current_bid,current_bid_numeric,bids_observed,time_remaining_observed,risk_score
https://www.grays.com/lot/0001-21059283/motor-vehicles-motor-cycles/2011-bmw-x5-xdrive-30d-e70-lci-turbo-diesel-automatic-8-speed-wagon,2025-11-18T23:11:48.096668+00:00,$5400,$5000 - $5800,"$3,700",$200,3.7%,0.7,"The historical median price suggests a stable resale value.; The vehicle's high odometer reading may deter some buyers.; Recommended bid undercuts the closest historical median ($4,209); confirm condition advantages before bidding.; Score capped at 0.7 to align with 3.7% profit margin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059316/motor-vehicles-motor-cycles/2013-nissan-dualis-ti-l-j10-iii-cvt-wagon,2025-11-18T23:12:14.114917+00:00,$3200,$2900 - $3500,"$1,700",$0,0.0%,0.0,"The historical median and mean suggest a stable resale value.; Current bid is significantly lower than historical values, indicating potential for profit.; Recommended bid undercuts the closest historical median ($3,000); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059237/motor-vehicles-motor-cycles/2011-volvo-v60-t5-automatic-wagon,2025-11-18T23:12:29.752259+00:00,$2900,$2500 - $3200,"$1,400",$0,0.0%,0.0,"Historical auction data suggests a stable demand for this model.; The vehicle's age and mileage may limit its resale value but still offers a good margin.; Recommended bid undercuts the closest historical median ($2,650); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059350/motor-vehicles-motor-cycles/2011-volkswagen-passat-v6-fsi-highline-3c-automatic-wagon,2025-11-18T23:12:40.658441+00:00,$4000,$3500 - $4500,"$2,509",$0,0.0%,0.0,"The historical median and mean prices indicate a stable market for this model.; The current bid is significantly lower than historical values, suggesting a potential undervaluation.; Raised recommended max bid to match the current live bid ($2,509).; Recommended bid undercuts the closest historical median ($5,300); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059309/motor-vehicles-motor-cycles/2010-mazda-3-neo-bl-automatic-sedan,2025-11-18T23:13:09.504684+00:00,$3100,$2900 - $3300,"$1,600",$0,0.0%,0.0,"The historical median and mean prices suggest a stable market for this model.; Current bid is significantly below historical values, indicating potential for profit.; Recommended bid undercuts the closest historical median ($4,300); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059377/motor-vehicles-motor-cycles/2013-mazda-3-neo-bl-automatic-hatchback,2025-11-18T23:14:09.488096+00:00,$5400,$5000 - $5800,"$4,000",$0,0.0%,0.0,"The historical median and mean prices indicate a stable market value.; Current bid is below historical minimum, suggesting potential for profit.; Raised recommended max bid to match the current live bid ($4,000).; Recommended bid undercuts the closest historical median ($5,700); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059274/motor-vehicles-motor-cycles/2011-subaru-forester-x-s3-manual-wagon,2025-11-18T23:14:27.364805+00:00,$2000,$1500 - $2500,$500,$0,0.0%,0.0,"The historical auction data indicates a strong median and mean price for similar vehicles.; The vehicle's high odometer reading may limit buyer interest, but the Subaru brand has good resale value.; Recommended bid undercuts the historical auction minimum ($1,200); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059292/motor-vehicles-motor-cycles/2008-subaru-outback-2-5i-b4a-manual-wagon,2025-11-18T23:14:41.521223+00:00,$1500,$1300 - $1700,$109,$0,0.0%,0.0,"The historical auction data indicates consistent pricing around $1500.; The vehicle's age and mileage are typical for its category, suggesting stable demand.; Potential risks include market fluctuations and condition-related issues affecting resale.; Raised recommended max bid to match the current live bid ($109).; Recommended bid undercuts the historical auction minimum ($1,500); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059381/motor-vehicles-motor-cycles/2008-toyota-camry-altise-acv40r-automatic-sedan,2025-11-18T23:15:07.700346+00:00,$2600,$2400 - $2800,"$1,309",$0,0.0%,0.0,"The historical median and mean prices indicate a stable market for this model.; Current bid is significantly lower than historical values, suggesting a potential undervaluation.; Raised recommended max bid to match the current live bid ($1,309).; Recommended bid undercuts the closest historical median ($2,609); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059299/motor-vehicles-motor-cycles/2013-subaru-forester-2-0xt-premium-s4-cvt-wagon,2025-11-18T23:15:40.471205+00:00,$29000,$28000 - $30000,"$8,100","$19,400",66.9%,7.0,"The historical auction data indicates stable pricing around the median and mean.; The vehicle's condition and mileage are reasonable for its age, which supports the estimated resale price.; Capped recommended max bid at $8,100 (current bid plus $3,500 headroom).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059305/motor-vehicles-motor-cycles/2011-hyundai-i30-sx-fd-manual-hatchback,2025-11-19T20:36:47.343531+00:00,$1400,$1300 - $1500,$9,$0,0.0%,0.0,"The historical median and mean support a stable resale value.; The vehicle's age and mileage are typical for its category, minimizing risk.; Raised recommended max bid to match the current live bid ($9).; Recommended bid undercuts the historical auction minimum ($1,100); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059241/motor-vehicles-motor-cycles/2012-volkswagen-golf-103tdi-comfortline-a6-turbo-diesel-automatic-wagon,2025-11-19T20:37:18.016294+00:00,$1800,$1600 - $2000,$809,$0,0.0%,0.0,"The vehicle has a high odometer reading, which may limit buyer interest.; Historical auction data shows a consistent demand for this model, supporting a stable resale price.; The current bid is significantly lower than historical values, indicating potential for a profitable acquisition.; Raised recommended max bid to match the current live bid ($809).; Recommended bid undercuts the historical auction minimum ($1,109); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059243/motor-vehicles-motor-cycles/2009-honda-city-vti-gm-automatic-sedan,2025-11-19T20:37:46.599155+00:00,$1750,$1600 - $1900,"$1,409",$0,0.0%,0.0,"The historical auction data indicates a stable median price of $1750.; Current bid is significantly lower than historical values, suggesting a potential undervaluation.; The vehicle's age and mileage are typical for its class, which may limit future resale appreciation.; Raised recommended max bid to match the current live bid ($1,409).; Recommended bid undercuts the historical auction minimum ($1,750); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059380/motor-vehicles-motor-cycles/2012-mazda-3-sp25-bl-manual-hatchback,2025-11-19T20:38:16.717849+00:00,$1950,$1800 - $2100,"$1,609",$0,0.0%,0.0,"Historical auction data indicates a stable resale value around the median.; The vehicle's condition and mileage are typical for its age, reducing risk.; Market demand for hatchbacks remains strong in the VIC region.; Raised recommended max bid to match the current live bid ($1,609).; Recommended bid undercuts the closest historical median ($2,810); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059294/motor-vehicles-motor-cycles/2017-holden-ute-sv6-vf-automatic-ute,2025-11-19T20:38:29.837737+00:00,$9500,$9000 - $10000,"$9,200",$0,0.0%,0.0,"The current bid is close to the historical median, indicating stable demand.; High odometer reading may deter some buyers, impacting resale value.; Raised recommended max bid to match the current live bid ($9,200).; Recommended bid undercuts the closest historical median ($9,580); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059318/motor-vehicles-motor-cycles/2012-jeep-grand-cherokee-laredo-wk-turbo-diesel-automatic-wagon,2025-11-19T20:39:50.527182+00:00,$4100,$3900 - $4300,"$3,600",$0,0.0%,0.0,"The historical median and mean prices suggest a stable market for this model.; The vehicle's age and mileage are reasonable, which supports a solid resale value.; Raised recommended max bid to match the current live bid ($3,600).; Recommended bid undercuts the closest historical median ($6,610); confirm condition advantages before bidding.; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059544/motor-vehicles-motor-cycles/2010-alfa-romeo-giulietta-manual-hatchback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059545/motor-vehicles-motor-cycles/2017-mini-cooper-countryman-f60-automatic-wagon,2025-11-23T01:29:02.963743+00:00,"$16,950",$11000 - $12000,"$7,000","$8,450",49.9%,8.0,"Historical auction data indicates a strong median price of $11600.; Current bid is significantly lower than historical values, suggesting potential for profit.; Vehicle's condition and mileage may affect final sale price, but overall demand for Mini Cooper models remains stable.; Recommended bid undercuts the historical auction minimum ($8,450); confirm condition advantages before bidding.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059478/motor-vehicles-motor-cycles/2015-nissan-altima-ti-s-l33-cvt-sedan,2025-11-23T01:41:09.728202+00:00,"$10,500",$8000 - $9000,"$5,605","$3,395",32.3%,6.0,"Historical auction data indicates a median price of $7400, suggesting a stable market value.; Current bid is significantly lower than historical values, indicating potential for appreciation.; Market risks include potential fluctuations in demand for older sedans and condition-dependent pricing.; Capped recommended max bid at $5,605 (current bid plus $3,500 headroom).; Recommended bid undercuts the historical auction minimum ($5,700); confirm condition advantages before bidding.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059314/motor-vehicles-motor-cycles/2010-toyota-aurion-at-x-gsv40r-automatic-sedan,2025-11-23T01:53:20.872275+00:00,"$11,200",$10200 - $12200,"$5,700","$4,000",35.7%,7.1,"Historical auction data indicates consistent pricing around $9009.; Current bid is significantly lower than historical values, suggesting potential for profit.; Market demand for reliable sedans like the Toyota Aurion remains stable.; Recommended bid undercuts the historical auction minimum ($9,009); confirm condition advantages before bidding.; Score capped at 7.1 to align with 35.7% profit margin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21059679/motor-vehicles-motor-cycles/2024-ford-everest-platinum-4wd-ub-turbo-diesel-10-auto-7-seats-wagon,2025-11-28T21:26:08.131550+00:00,$31000,"$70,500 - $76,300","$55,100",$0,0.0%,0.0,"The vehicle is relatively new with low mileage, which supports a higher resale value.; Historical auction data suggests a significant discrepancy between auction prices and current market expectations.; Potential market risks include fluctuations in demand for diesel vehicles and economic conditions affecting buyer sentiment.; Raised recommended max bid to match the current live bid ($55,100).; Score forced to 0 because projected profit is not positive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21060847/motor-vehicles-motor-cycles/2011-bmw-3-series-320i-exec-e90-automatic-sedan,2025-12-19T16:38:22.129127+00:00,"$12,400","$11,300 - $13,500","$2,000","$8,900",71.8%,8.0,"The historical median and mean prices suggest a stable resale value.; Current bid is significantly lower than historical values, indicating a potential undervaluation.; Recommended bid undercuts the closest historical median ($3,000); confirm condition advantages before bidding.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21060972/motor-vehicles-motor-cycles/2015-kia-cerato-s-yd-automatic-sedan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/12345-2021-toyota-hilux,2025-12-25T18:24:20.452585+00:00,"$55,000","$45,650 - $58,575","$45,000","$4,500",8.2%,1.6,"The current bid of $45,000 is significantly above historical auction data, indicating potential overvaluation.; The vehicle's low odometer reading (35,000 km) supports a higher resale price within the estimated range.; Market demand for the Toyota HiLux remains strong, but economic factors could impact buyer willingness.; Raised recommended max bid to match the current live bid ($45,000).; Applied 17% downside band for worst-case pricing.; Worst-case net profit below target; treat as high-risk.","$45,650","$55,000","$58,575","$4,500","$-4,850","$3,600",$400,"$1,200",$300,0.72,UNREGISTERED,Avoid,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21060600/motor-vehicles-motor-cycles/2012-volkswagen-polo-66tdi-comfortline-6r-turbo-diesel-automatic-hatchback,2025-12-26T15:27:21.102708+00:00,"$7,200","$5,832 - $7,560","$1,200","$3,600",50.0%,7.0,"Historical auction data indicates a median price of $4100, suggesting a stable market for this model.; Current bid is significantly lower than historical values, presenting a potential undervaluation opportunity.; Condition and mileage are reasonable for the age of the vehicle, but market demand for diesel vehicles can fluctuate.; Raised recommended max bid to match the current live bid ($1,200).; Recommended bid undercuts the historical auction minimum ($3,000); confirm condition advantages before bidding.; Applied 19% downside band for worst-case pricing.; Worst-case net profit below target; treat as high-risk.","$5,832","$7,200","$7,560","$3,600","$2,232",$500,$400,"$1,200",$300,0.6,UNREGISTERED|WARNING_LIGHT,Flippable,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21060515/motor-vehicles-motor-cycles/2017-volkswagen-passat-132tsi-b8-automatic-wagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21060795/motor-vehicles-motor-cycles/2016-mazda-cx-5-maxx-sport-ke-turbo-diesel-automatic-wagon,2025-12-27T16:20:29.952080+00:00,"$14,800","$13,300 - $16,300","$7,500","$5,800",39.2%,6.5,"Historical median and mean prices suggest a stable resale value.; The vehicle's odometer reading is relatively high, which may affect buyer interest.; Market conditions in VIC may vary, impacting final sale price.; Recommended bid undercuts the closest historical median ($8,610); confirm condition advantages before bidding.; Warning light present → mechanical uncertainty penalty applied.; Diesel + warning light → higher expected repair risk.","$13,300","$14,800","$16,300","$8,250","$3,250",$600,$400,"$1,200",$300,0.48,UNREGISTERED|WARNING_LIGHT,Trap,Trap,False,,False,50.0,,,,,,,,,,,,
https://www.grays.com/lot/0001-21060868/motor-vehicles-motor-cycles/2012-bmw-1-series-116i-f20-automatic-8-speed-hatchback,2025-12-27T16:20:48.703240+00:00,"$9,200","$8,000 - $10,400","$3,300","$4,400",47.8%,8.0,"Historical median and mean prices indicate a stable resale value.; Current bid is significantly lower than historical pricing, suggesting potential for profit.; Condition and market demand for BMW vehicles in VIC could impact final sale price.; Recommended bid undercuts the closest historical median ($5,300); confirm condition advantages before bidding.","$8,000","$9,200","$10,400","$6,591","$5,391",$500,$400,"$1,200",$300,0.8,BMW_PRE2014_RISK|UNREGISTERED,Strong Flip,Strong Flip,False,,False,50.0,,,,,,,,,,,,
https://www.grays.com/lot/0001-21061032/motor-vehicles-motor-cycles/2017-mitsubishi-triton-4x4-glx-mq-turbo-diesel-manual-dual-cab,2025-12-27T19:31:48.971068+00:00,"$21,000","$19,500 - $22,500","$5,900","$13,600",64.8%,6.5,"The historical median and mean prices suggest a stable resale value.; Current auction bid is significantly below historical pricing, indicating potential undervaluation.; Capped recommended max bid at $5,900 (current bid plus $3,500 headroom).; Recommended bid undercuts the historical auction minimum ($8,100); confirm condition advantages before bidding.","$19,500","$21,000","$22,500","$13,600","$12,100",$500,$400,"$1,200",$300,0.65,UNREGISTERED,Conditional Flip,Conditional Flip,False,,False,50.0,,,,,,,,,,,,
https://www.grays.com/lot/0001-21060602/motor-vehicles-motor-cycles/2016-volkswagen-golf-92tsi-trendline-a7-automatic-hatchback,2025-12-28T01:53:26.088314+00:00,"$12,400","$11,300 - $13,500","$7,000","$3,900",31.5%,6.5,"Historical auction data indicates a median price of $9699.5, suggesting a potential for higher resale value.; Current bid is significantly lower than historical averages, indicating a potential undervaluation.; Market risks include fluctuating demand for used vehicles and potential maintenance costs.; Recommended bid undercuts the closest historical median ($10,200); confirm condition advantages before bidding.","$11,300","$12,400","$13,500","$3,900","$2,800",$560,$400,"$1,200",$300,0.65,UNREGISTERED,Conditional Flip,Conditional Flip,False,,False,50.0,,,,,,,,,,,,
https://www.grays.com/lot/0001-21060941/motor-vehicles-motor-cycles/2012-skoda-octavia-90tsi-special-ed-1z-automatic-wagon,2025-12-28T01:54:07.288773+00:00,"$7,800","$7,600 - $8,000","$1,100","$5,200",66.7%,8.5,"The historical median and mean auction prices suggest a stable resale value.; Current bid is significantly lower than historical pricing, indicating potential for profit.; Recommended bid undercuts the historical auction minimum ($1,110); confirm condition advantages before bidding.","$7,600","$7,800","$8,000","$5,200","$5,000",$500,$400,"$1,200",$300,0.85,UNREGISTERED,Strong Flip,Strong Flip,False,,False,50.0,,,,,,,,,,,,
https://www.grays.com/lot/0001-21060391/motor-vehicles-motor-cycles/2016-land-rover-discovery-3-0-tdv6-graphite-series-4-t-d-auto-8-speed,2025-12-28T04:32:37.293615+00:00,"$27,700","$25,400 - $30,000","$10,200","$16,000",57.8%,6.0,"The historical median price suggests a stable market value around $13,000.; Current bid is significantly lower than historical values, indicating potential for appreciation.; Market demand for used Land Rover models can fluctuate, posing a risk to resale.; Capped recommended max bid at $10,200 (current bid plus $3,500 headroom).; Recommended bid undercuts the closest historical median ($18,400); confirm condition advantages before bidding.","$25,400","$27,700","$30,000","$16,000","$13,700",$816,$400,"$1,200",$300,0.6,UNREGISTERED,Conditional Flip,Conditional Flip,False,,False,50.0,,,,,,,,,,,,
https://www.grays.com/lot/0001-21060318/motor-vehicles-motor-cycles/2018-mercedes-benz-cla-class-cla200-shooting-brak-s117-automatic-wagon,2025-12-28T04:34:54.461358+00:00,"$19,600","$18,000 - $21,200","$13,302","$4,798",24.5%,7.5,"The historical auction data indicates a strong median price, suggesting solid resale potential.; Current bid is significantly lower than historical values, indicating a potential undervaluation.; Capped recommended max bid at $13,302 (current bid plus $3,500 headroom).; Recommended bid undercuts the historical auction minimum ($24,400); confirm condition advantages before bidding.; Warning light present → mechanical uncertainty penalty applied.","$18,000","$19,600","$21,200","$4,798","$1,198","$1,064",$400,"$1,200",$300,0.63,UNREGISTERED|WARNING_LIGHT,Conditional Flip,Conditional Flip,False,,False,50.0,,,,,,,,,,,,
https://www.grays.com/lot/0001-21060516/motor-vehicles-motor-cycles/2011-bmw-x1-sdrive-18i-e84-automatic-wagon,2026-01-05T18:11:48.328747+00:00,"$6,050","$5,700 - $6,400","$2,000","$2,550",42.1%,8.0,"The historical median and mean prices suggest a stable resale value.; The vehicle's age and mileage may limit buyer interest, but the brand reputation can attract buyers.; Recommended bid undercuts the closest historical median ($4,300); confirm condition advantages before bidding.","$5,700","$6,050","$6,400","$2,550","$2,200",$500,$400,"$1,200",$300,0.8,BMW_PRE2014_RISK|UNREGISTERED,Conditional Flip,Conditional Flip,False,,False,50.0,,,,,,,,,,,,
https://www.grays.com/lot/0001-21061313/motor-vehicles-motor-cycles/2014-audi-q3-2-0-tdi-quattro-8u-turbo-diesel-automatic-wagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.grays.com/lot/0001-21060320/motor-vehicles-motor-cycles/2005-mercedes-benz-clk-350-automatic-coupe,2026-01-06T23:44:08.483619+00:00,"$10,600","$9,900 - $11,300","$8,600",$500,4.7%,6.5,"The vehicle is a 2005 model, which typically depreciates significantly.; Limited historical auction data for this specific model may increase market risk.; Capped recommended max bid at $8,600 (current bid plus $3,500 headroom).","$9,900","$10,600","$11,300",$500,$-200,$688,$400,"$1,200",$300,0.65,UNREGISTERED,Avoid,Avoid,False,,False,50.0,,,,,,,,,,,,
https://www.grays.com/lot/0001-21061324/motor-vehicles-motor-cycles/2014-renault-captur-dynamique-automatic-wagon,2026-01-07T06:56:28.799202+00:00,"$9,950","$9,600 - $10,300","$5,309","$3,141",31.6%,7.0,"The historical auction data indicates a stable price range for similar vehicles.; The vehicle's condition and mileage are average, which may limit resale upside.; Capped recommended max bid at $5,309 (current bid plus $3,500 headroom).","$9,600","$9,950","$10,300","$3,141","$2,791",$500,$400,"$1,200",$300,0.7,UNREGISTERED,Conditional Flip,Conditional Flip,False,,False,50.0,,,,,,,,,,,,
https://www.grays.com/lot/0001-21061545/motor-vehicles-motor-cycles/2008-toyota-corolla-ascent-zre152r-automatic-hatchback,2026-01-12T06:52:18.843444+00:00,"$9,390","$7,800 - $10,000","$5,100","$3,090",32.9%,7.3,,"$7,800","$9,390","$10,000","$3,090","$1,500",$500,$400,$0,$300,0.73,HIGH_KM,Conditional Flip,Conditional Flip,False,,False,50.0,,,,,,,,,,,,
https://www.grays.com/lot/0001-21061719/motor-vehicles-motor-cycles/2010-toyota-corolla-ascent-zre152r-automatic-hatchback,2026-01-14T04:51:46.182881+00:00,"$9,700","$8,050 - $10,330","$5,350","$3,150",32.5%,7.3,,"$8,050","$9,700","$10,330","$3,150","$1,500",$500,$400,$0,$300,0.73,HIGH_KM,Conditional Flip,Conditional Flip,False,,False,50.0,,,,,,,,,,,,
https://www.grays.com/lot/0001-21044843/motor-vehicles-motor-cycles/2016-holden-cruze-equipe-jh-automatic-hatchback,2026-01-14T15:20:07.344965+00:00,"$5,740","$4,880 - $6,120","$2,909","$1,631",28.4%,7.6,,"$4,880","$5,740","$6,120","$1,631",$771,$500,$400,$0,$300,0.76,MISSING_KEYS,Trap,Trap,True,"No edge left at current bid — do not bid above $2,909.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21045094/motor-vehicles-motor-cycles/2010-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:20:07.483288+00:00,"$7,920","$6,970 - $8,550","$4,270","$2,450",30.9%,8.0,,"$6,970","$7,920","$8,550","$2,450","$1,500",$500,$400,$0,$300,0.8,,Conditional Flip,Conditional Flip,False,,False,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21045242/motor-vehicles-motor-cycles/2011-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:20:07.588040+00:00,"$7,960","$6,370 - $8,360","$3,009","$2,551",32.0%,6.8,,"$6,370","$7,960","$8,360","$2,551",$961,$500,$400,"$1,200",$300,0.68,MISSING_KEYS|UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $3,009.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21045763/motor-vehicles-motor-cycles/2009-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:20:07.685475+00:00,"$7,160","$5,940 - $7,630","$3,400","$2,560",35.8%,7.3,,"$5,940","$7,160","$7,630","$2,560","$1,340",$500,$400,$0,$300,0.73,HIGH_KM,Trap,Trap,True,"No edge left at current bid — do not bid above $3,400.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21046897/motor-vehicles-motor-cycles/2010-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:20:08.193206+00:00,"$6,520","$4,830 - $6,660","$2,130","$3,190",48.9%,6.1,,"$4,830","$6,520","$6,660","$3,190","$1,500",$500,$400,$0,$300,0.61,HIGH_KM|MISSING_KEYS|NO_MANUAL|NO_SERVICE_HISTORY,Conditional Flip,Conditional Flip,False,,False,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21047883/motor-vehicles-motor-cycles/2010-hyundai-i30-slx-fd-automatic-hatchback,2026-01-14T15:20:08.627317+00:00,"$6,140","$4,540 - $6,260","$3,100","$1,840",30.0%,6.1,,"$4,540","$6,140","$6,260","$1,840",$240,$500,$400,$0,$300,0.61,HIGH_KM|MISSING_KEYS|NO_MANUAL|NO_SERVICE_HISTORY,Trap,Trap,True,"No edge left at current bid — do not bid above $3,100.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21048184/motor-vehicles-motor-cycles/2010-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:20:08.733304+00:00,"$6,140","$5,090 - $6,540","$2,709","$2,231",36.3%,7.3,,"$5,090","$6,140","$6,540","$2,231","$1,181",$500,$400,$0,$300,0.73,HIGH_KM,Trap,Trap,True,"No edge left at current bid — do not bid above $2,709.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21048386/motor-vehicles-motor-cycles/2010-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:20:08.840036+00:00,"$7,680","$6,380 - $8,180","$3,680","$2,800",36.5%,7.3,,"$6,380","$7,680","$8,180","$2,800","$1,500",$500,$400,$0,$300,0.73,HIGH_KM,Conditional Flip,Conditional Flip,False,,False,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21048311/motor-vehicles-motor-cycles/2009-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:20:08.938368+00:00,"$7,310","$5,480 - $7,560","$1,580","$3,330",45.6%,6.1,,"$5,480","$7,310","$7,560","$3,330","$1,500",$500,$400,"$1,200",$300,0.61,HIGH_KM|MISSING_KEYS|UNREGISTERED,Conditional Flip,Conditional Flip,False,,False,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21050113/motor-vehicles-motor-cycles/2011-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:20:09.213173+00:00,"$6,140","$4,790 - $6,440",$890,"$2,850",46.4%,6.5,,"$4,790","$6,140","$6,440","$2,850","$1,500",$500,$400,"$1,200",$300,0.65,HIGH_KM|UNREGISTERED,Conditional Flip,Conditional Flip,False,,False,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21051335/motor-vehicles-motor-cycles/2011-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:20:09.576955+00:00,"$6,140","$5,090 - $6,540","$2,390","$2,550",41.5%,7.3,,"$5,090","$6,140","$6,540","$2,550","$1,500",$500,$400,$0,$300,0.73,HIGH_KM,Conditional Flip,Conditional Flip,False,,False,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21052664/motor-vehicles-motor-cycles/2011-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:20:10.000195+00:00,"$8,640","$6,820 - $8,940","$4,120","$3,320",38.4%,6.8,,"$6,820","$8,640","$8,940","$3,320","$1,500",$500,$400,$0,$300,0.68,MISSING_KEYS|NO_MANUAL|NO_SERVICE_HISTORY,Conditional Flip,Conditional Flip,False,,False,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21052675/motor-vehicles-motor-cycles/2011-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:20:10.033582+00:00,"$7,220","$5,990 - $7,690","$3,290","$2,730",37.8%,7.3,,"$5,990","$7,220","$7,690","$2,730","$1,500",$500,$400,$0,$300,0.73,HIGH_KM,Conditional Flip,Conditional Flip,False,,False,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21052873/motor-vehicles-motor-cycles/2009-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:20:10.168278+00:00,"$7,440","$5,950 - $7,810","$3,250","$2,990",40.2%,6.9,,"$5,950","$7,440","$7,810","$2,990","$1,500",$500,$400,$0,$300,0.69,HIGH_KM|MISSING_KEYS,Conditional Flip,Conditional Flip,False,,False,50.0,sold_simulated,,,,,,,,,,,
