year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold
2013,VOLKSWAGEN,Multivan,TDi 340 Comfortline T5 T D,People Mover,Automatic,Diesel,239549,7.0,WV2ZZZ7HZEH075426,1JT7QX,06-03-2026,4,2.0,Grey,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059073/motor-vehicles-motor-cycles/2013-volkswagen-multivan-tdi-340-comfortline-t5-t-d-auto-7-seats,"Damaged right rear reflector
Dents or marks on body consistent with age and kilometres.
Minor windscreen chip
Scratch on Right rear quarter, Scuff on Front left bumper",118,"$8,100",11 November 2025
2011,MINI,Cooper,S R56 LCI,Hatchback,Manual,Petrol,131589,4.0,WMWSV32080T050522,BCK732,21-06-2026,4,1.6,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059077/motor-vehicles-motor-cycles/2011-mini-cooper-s-r56-lci-manual-hatchback,"Engine light ON
Dents or marks on body consistent with age and kilometres.
Other Warning light ON",82,"$6,010",11 November 2025
2012,MINI,Cooper,R56 LCI,Hatchback,Automatic,Petrol,171626,4.0,WMWSU32010T317101,1ZT9MO,26-10-2025,4,1.6,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059079/motor-vehicles-motor-cycles/2012-mini-cooper-r56-lci-automatic-hatchback,"Damaged Around vehicle
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",45,"$4,210",11 November 2025
2011,FORD,Mondeo,LX MC,Wagon,Automatic,Diesel,179473,5.0,WF0GXXGBBGBJ75141,1IRW804,16-11-2025,4,2.0,White,Black,Yes,No,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9064954/motor-vehicles-motor-cycles/2011-ford-mondeo-lx-mc-turbo-diesel-automatic-wagon,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various panels
Door card Worn.
Back Seat Stains.
Front Seat Marks drivers",41,"$2,350",11 November 2025
2008,FORD,Mondeo,TDCi MA,Hatchback,Automatic,Diesel,249681,5.0,WF0EXXGBBE8G02099,1CXB066,25-12-2025,4,2.0,Silver,Charcoal,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9065021/motor-vehicles-motor-cycles/2008-ford-mondeo-tdci-ma-turbo-diesel-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Paint fading Various panels
Medium Dent on Various panels
Medium Scratch on Various panels",14,"$1,209",11 November 2025
2013,FORD,Kuga,AWD Titanium TF,Wagon,Automatic,Petrol,246814,5.0,WF0AXXWPMADD77980,1BC1QS,03-04-2026,4,1.6,Grey,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21059106/motor-vehicles-motor-cycles/2013-ford-kuga-awd-titanium-tf-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Flat Battery. Jump start or towing required
Medium Scratch on Some Places
Medium Dent on Some Places",16,"$1,209",11 November 2025
2008,MERCEDES,Benz,C200 K Classic W204,Sedan,Automatic,Petrol,112365,5.0,WDD2040412A133176,Unlicensed,Unregistered,4,1.8,Black,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9065046/motor-vehicles-motor-cycles/2008-mercedes-benz-c200-k-classic-w204-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Dent on Various panels
Airbag light ON
Front Seat worn Both front seats
Medium Scratch on Various panels
Paint cracked Rear bumper
Door card Worn.",12,$910,11 November 2025
2001,MERCEDES,Benz,E-Class E240 Classic W210,Sedan,Automatic,Petrol,172107,5.0,WDB2100622B356771,QWA368,25-11-2025,6,2.4,Black,Grey,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21059113/motor-vehicles-motor-cycles/2001-mercedes-benz-e-class-e240-classic-w210-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped.
Medium Scuff on Door panel
Corrosion visible on stone chips around vehicle",12,"$1,500",11 November 2025
2010,BMW,3,20d Lifestyle E90,Sedan,Automatic,Diesel,133306,5.0,WBAPP16050NM97523,1EMJ081,03-01-2026,4,2.0,Light Blue,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9065001/motor-vehicles-motor-cycles/2010-bmw-3-20d-lifestyle-e90-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Engine Smoke visible
Back Seat Marks.
Front Seat Marks Both front seats
Door card Worn.",60,"$3,800",11 November 2025
2008,BMW,X3,2.0d E83 (NO RESERVE),Wagon,Automatic,Diesel,253054,5.0,WBAPE12010WA52835,EJM47U,Unregistered,4,2.0,Silver,Cream,Yes,Yes,No,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351375/motor-vehicles-motor-cycles/2008-bmw-x3-2-0d-e83-turbo-diesel-automatic-wagon-no-reserve,"Please refer to the photos or arrange inspection to view the condition of this vehicle.
Motor emits soot under heavy acceleration",9,$700,11 November 2025
2015,BMW,X5,xDrive 30d F15 (M Sport),Wagon,Automatic,Diesel,234290,7.0,WBAKS420600J54605,ATL441,22-02-2026,6,3.0,Silver,Black Leather,Yes,No,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058931/motor-vehicles-motor-cycles/2015-bmw-x5-xdrive-30d-f15-turbo-diesel-auto-8-speed-7-seats-wagon-m-sport,Dents or marks on body consistent with age and kilometres.,181,"$14,400",11 November 2025
2007,BMW,X5,3.0d E70,Wagon,Automatic,Diesel,342903,5.0,WBAFF42050LZ16360,1DS4CU,15-11-2025,6,3.0,Silver,Tan Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059076/motor-vehicles-motor-cycles/2007-bmw-x5-3-0d-e70-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Engine light ON
Damaged Rear lights
Other Warning light ON",23,"$1,409",11 November 2025
2005,BMW,3,Series 325Ci E46,Coupe,Automatic,Petrol,133402,5.0,WBABD32090PL88054,1IUN851,Unregistered,6,2.5,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9064957/motor-vehicles-motor-cycles/2005-bmw-3-series-325ci-e46-automatic-coupe,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Paint fading Various panels
Front Seat worn Drivers seat
Medium Scratch on Various panels",78,"$5,000",11 November 2025
2017,AUDI,Q5,2.0 TDI Quattro 80A,Wagon,Automatic,Diesel,136252,5.0,WAUZZZFY7H2025327,EVX67J,Unregistered,4,2.0,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059179/motor-vehicles-motor-cycles/2017-audi-q5-2-0-tdi-quattro-80a-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Large Scratch on Right rear quarter",183,"$16,650",11 November 2025
2010,AUDI,A3,1.8 TFSI AMB 8P,Hatchback,Manual,Petrol,153334,5.0,WAUZZZ8P2BA001678,YBD073,17-12-2025,4,1.8,White,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21058904/motor-vehicles-motor-cycles/2010-audi-a3-1-8-tfsi-amb-8p-manual-hatchback,"Damaged Front right headlight
Dents or marks on body consistent with age and kilometres.
Rear Cracked bumper.
Marks in boot
Interior: Wear and tear consistent with age and kilometres travelled., Exterior: Vent missing front bumper right
Interior: Wear and tear consistent with age and kilometres travelled., Exterior: Vent missing front bumper right",21,"$1,609",11 November 2025
2008,AUDI,A4,2.0 TDI B8,Wagon,CVT,Diesel,156917,5.0,WAUZZZ8K3BA106850,1WE2AX,04-01-2026,4,2.0,Silver,Black Leather,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059121/motor-vehicles-motor-cycles/2008-audi-a4-2-0-tdi-b8-turbo-diesel-cvt-wagon,"Passenger seat stains
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rear bumper",21,"$2,600",11 November 2025
2013,AUDI,Q7,3.0 TDI quattro,Wagon,Automatic,Diesel,210128,7.0,WAUZZZ4L4ED020612,1HVU171,17-05-2026,6,3.0,Black,Black,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9064958/motor-vehicles-motor-cycles/2013-audi-q7-3-0-tdi-quattro-turbo-diesel-automatic-8-speed-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Both seats
Back Seat worn.
Paint cracked Front bumper
Medium Scuff on Rear end
Windscreen Chipped or Cracked.",61,"$8,800",11 November 2025
2017,HOLDEN,Astra,R BK,Hatchback,Automatic,Petrol,66232,5.0,W0LBF6EC2HG151615,1MD1US,29-10-2025,4,1.4,Red,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21058956/motor-vehicles-motor-cycles/2017-holden-astra-r-bk-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,100,"$7,702",11 November 2025
2007,NISSAN,Navara,ST-X 4X4 DOUBLE D40 Dual,Dual Cab,Automatic,Diesel,338481,5.0,VSKCVND40A0211999,Unlicensed,Unregistered,4,2.5,Dark Grey,Black,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9065030/motor-vehicles-motor-cycles/2007-nissan-navara-st-x-4x4-double-cab-d40-turbo-diesel-automatic-dual-cab,"Medium Dent on Tailgate
Medium Scratch on Both Sides of Tray
Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Door Mirror Broken Passenger
Airbag light ON
Paint peeling various panels
Paint fading various panels
Windscreen Chipped or Cracked.
Seat Torn drivers
Corrosion visible rear",18,"$1,109",11 November 2025
2009,CITROEN,C4,1.6 HDi,Hatchback,Automatic,Diesel,187448,5.0,VF7LC9HZH9Y593083,1AN6LD,31-01-2026,4,1.6,Grey,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059175/motor-vehicles-motor-cycles/2009-citroen-c4-1-6-hdi-turbo-diesel-automatic-hatchback,"Seat Torn Drivers
Paint peeling Around vehicle
Dents or marks on body consistent with age and kilometres.",12,"$1,109",11 November 2025
2008,PEUGEOT,308,XS HDi,Hatchback,Automatic,Diesel,164210,5.0,VF34C9HZH55177278,2BD7JW,19-12-2025,4,1.6,Blue,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21059067/motor-vehicles-motor-cycles/2008-peugeot-308-xs-hdi-turbo-diesel-automatic-hatchback,"Medium Dent, Scratch, Paint Fade on Various Panels.
Dents or marks on body consistent with age and kilometres.
Front and Back Seat Stains
Wear and tear consistent with age and kilometres travelled with rear view mirror worn., Exterior: rear tint require attention, LHF door trim missing
Wear and tear consistent with age and kilometres travelled with rear view mirror worn., Exterior: rear tint require attention, LHF door trim missing",9,$809,11 November 2025
2015,RENAULT,Clio,Expression,Hatchback,Automatic,Petrol,131747,5.0,VF15R400EF0715938,2DO9HX,17-12-2025,4,1.2,Black,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059062/motor-vehicles-motor-cycles/2015-renault-clio-expression-automatic-hatchback,"Engine idling rough
Engine light ON
Dents or marks on body consistent with age and kilometres.
Carpet worn in places.",28,"$1,750",11 November 2025
2016,RENAULT,Trafic,SWB L1H1 DCI 140,Van,Manual,Diesel,304788,3.0,VF11FL112G0732577,1HQ2BT,30-09-2025,4,1.6,White,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059089/motor-vehicles-motor-cycles/2016-renault-trafic-swb-l1h1-dci-140-turbo-diesel-manual-van,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Dent on Around vehicle
Front Seat worn drivers",110,"$7,700",11 November 2025
2023,SUZUKI,Vitara,,Wagon,Automatic,Petrol,21930,5.0,TSMLYD21S00C61569,1IBN914,29-11-2025,4,1.6,White,Black,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9065012/motor-vehicles-motor-cycles/2023-suzuki-vitara-automatic-wagon,"Damaged Rear Tailights
Dents or marks on body consistent with age and kilometres.
Seat Torn Driver",163,"$17,177",11 November 2025
2014,SKODA,Superb,ELEGANCE 118TSI 3T,Sedan,Automatic,Petrol,137501,5.0,TMBBB93TXF9008950,1ML3YX,15-07-2026,4,1.8,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059099/motor-vehicles-motor-cycles/2014-skoda-superb-elegance-118tsi-3t-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Stone chips on bonnet
Scuff on Rear bumper",75,"$5,609",11 November 2025
2013,HYUNDAI,Ix35,SE FWD LM,Wagon,Automatic,Petrol,139135,5.0,TMAJU81FMEJ497106,BGQ417,15-10-2025,4,2.0,Blue,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059114/motor-vehicles-motor-cycles/2013-hyundai-ix35-se-fwd-lm-automatic-wagon,"Carpet worn in places.
Dents or marks on body consistent with age and kilometres.
Medium Dent on Around vehicle",89,"$6,900",11 November 2025
2012,LAND,Rover,Range Rover Evoque SD4 Pure,Wagon,Automatic,Diesel,132416,5.0,SALVA2AE6DH743819,CMK07X,Unregistered,4,2.2,Silver,Cream,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10351389/motor-vehicles-motor-cycles/2012-land-rover-range-rover-evoque-sd4-pure-turbo-diesel-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,97,"$7,400",11 November 2025
2018,LAND,Rover,Discovery Sport TD4 SE 110KW L550 T D 9,Wagon,Automatic,Diesel,166048,7.0,SALCA2AN2KH782184,AZQ704,07-12-2025,4,2.0,Red,Black Leather,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059035/motor-vehicles-motor-cycles/2018-land-rover-discovery-sport-td4-se-110kw-l550-t-d-9-auto-comp2019,"Back Seat Marks.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around vehicle
Medium Dent on Right rear passenger door",142,"$11,200",11 November 2025
2016,LAND,Rover,DISCOVERY SPORT SD4 SE 9,Wagon,Automatic,Diesel,98363,5.0,SALCA2AE6GH612868,No plates,Unregistered,4,2.2,Red,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059118/motor-vehicles-motor-cycles/2016-land-rover-discovery-sport-sd4-se-turbo-diesel-9-auto-wagon,"Back Seat Stains.
Large Scratch on Various Panels.
Dents, marks, wear and tear on body consistent with age and kilometres.
Windscreen Chipped.",127,"$13,150",11 November 2025
2017,TOYOTA,Hilux,4X2 SR Hi Rider GUN136R Dual,Cab Chassis,Automatic,Diesel,139863,5.0,MR0JA3DD400343265,No plates,Unregistered,4,2.8,White,Multi,Yes,No,Yes,No,Yes,SA,https://www.grays.com/lot/0001-60049534/motor-vehicles-motor-cycles/2017-toyota-hilux-4x2-sr-hi-rider-gun136r-turbo-diesel-automatic-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,306,"$21,400",11 November 2025
2015,FORD,Fiesta,Ambiente WZ,Hatchback,Manual,Petrol,159049,5.0,MPB8XXMXJ8FL18785,1YH1TF,26-12-2025,4,1.5,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059096/motor-vehicles-motor-cycles/2015-ford-fiesta-ambiente-wz-manual-hatchback,Dents or marks on body consistent with age and kilometres.,33,"$1,909",11 November 2025
2014,FORD,Fiesta,Sport WZ,Hatchback,Automatic,Petrol,109795,5.0,MPB8XXMXJ8EG07604,EHM44X,18-02-2026,3,1.0,Silver,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351405/motor-vehicles-motor-cycles/2014-ford-fiesta-sport-wz-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,64,"$4,809",11 November 2025
2017,ISUZU,D-max,4X4 LS-T Hi-Ride Dual,Dual Cab,Automatic,Diesel,178306,5.0,MPATFS85JHT012891,1GNK645,Unregistered,4,3.0,White,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9065070/motor-vehicles-motor-cycles/2017-isuzu-d-max-4x4-ls-t-hi-ride-turbo-diesel-automatic-dual-cab,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Front Seat worn Driver
Medium Scratch on LH front bumper",140,"$19,800",11 November 2025
2010,NISSAN,Navara,ST (4x4) D40 Dual,Cab Chassis,Manual,Diesel,244944,5.0,MNTVCUD40A0006619,ZBK520,05-05-2026,4,2.5,Silver,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059095/motor-vehicles-motor-cycles/2010-nissan-navara-st-4x4-d40-turbo-diesel-manual-dual-cab,"Back Seat Stains.
Windscreen Cracked.
Dents, Scratches, Paint Fade Various Panels.
Surface Rust visible Lhr",34,"$3,709",11 November 2025
2007,NISSAN,Tiida,ST C11,Hatchback,Automatic,Petrol,165193,5.0,MNTFBAC11A0006587,WFN787,13-02-2026,4,1.8,Gold,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059053/motor-vehicles-motor-cycles/2007-nissan-tiida-st-c11-automatic-hatchback,"Passenger window winder broken.
Dents, marks, wear and tear consistent with age and kilometres.",26,"$2,309",11 November 2025
2019,MAZDA,Bt-50,4X2 XT,Cab Chassis,Manual,Diesel,200433,3.0,MM0UR0YE100992702,614NV8,Unregistered,4,2.2,White,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351404/motor-vehicles-motor-cycles/2019-mazda-bt-50-4x2-xt-turbo-diesel-manual-cab-chassis,Please refer to the photos or arrange inspection to view the condition of this vehicle.,67,"$9,900",11 November 2025
2020,MG,Hs,EXCITE,Wagon,Automatic,Petrol,78441,5.0,LSJA24U9XLN016260,1IPC979,10-01-2026,4,1.5,Blue,Black Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9064934/motor-vehicles-motor-cycles/2020-mg-hs-excite-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various panels
Damaged LHR reflector cracked",90,"$9,300",11 November 2025
2015,KIA,Cerato,S YD,Hatchback,Automatic,Petrol,110759,5.0,KNAFK516MF5407747,1EG1XZ,19-03-2026,4,1.8,Red,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059058/motor-vehicles-motor-cycles/2015-kia-cerato-s-yd-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.",89,"$5,100",11 November 2025
2011,KIA,Rio,S UB,Hatchback,Automatic,Petrol,154195,5.0,KNADN512MC6705332,JAZMNE,22-11-2025,4,1.4,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059052/motor-vehicles-motor-cycles/2011-kia-rio-s-ub-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,85,"$5,600",11 November 2025
2002,KIA,Rio,BC,Sedan,Automatic,Petrol,181239,5.0,KNADC223326171822,Unlicensed,Unregistered,4,1.5,Gold,Charcoal,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9064955/motor-vehicles-motor-cycles/2002-kia-rio-bc-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Various panels
Rear Cracked bumper.
Dents or marks on body consistent with age and kilometres.
Front Seat Stains Both
Paint peeling Side mirror left",4,$209,11 November 2025
2005,HYUNDAI,Terracan,CRDi,Wagon,Manual,Diesel,373770,7.0,KMHNM81XR6U193730,1CDZ374,17-11-2025,4,2.9,Black,Grey,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9064932/motor-vehicles-motor-cycles/2005-hyundai-terracan-crdi-turbo-diesel-manual-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Various panels
Door card Damaged.
Seat Torn Drivers seat
Back Seat Stains.
Corrosion visible Front passenger side
Windscreen Chipped or Cracked.
Paint cracked various panels",36,"$1,909",11 November 2025
2017,HYUNDAI,I30,Active PD,Hatchback,Automatic,Petrol,134294,5.0,KMHH351EMJU004274,AMD443,28-01-2026,4,2.0,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059063/motor-vehicles-motor-cycles/2017-hyundai-i30-active-pd-automatic-hatchback,"Drivers Seat worn.
Dents, marks, Scratches on body consistent with age and kilometres.
Front Cracked bumper.
Minor sureface rust Visible Bonnet.
Minor sureface rust Visible Bonnet.",72,"$9,200",11 November 2025
2012,HYUNDAI,I30,Active GD,Hatchback,Automatic,Petrol,161855,5.0,KMHD251EMDU012784,DM83CM,Unregistered,4,1.8,White,Grey,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10351391/motor-vehicles-motor-cycles/2012-hyundai-i30-active-gd-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,49,"$3,909",11 November 2025
2017,HYUNDAI,Accent,Sport RB,Hatchback,Automatic,Petrol,211287,5.0,KMHCT51EMJU366227,1NR5JS,15-11-2025,4,1.6,Grey,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059120/motor-vehicles-motor-cycles/2017-hyundai-accent-sport-rb-automatic-hatchback,"Dents, marks, scratches on body consistent with age and kilometres.
Medium Dent on panel",51,"$4,109",11 November 2025
2012,HYUNDAI,Iload,TQ,Van,Automatic,Diesel,349581,3.0,KMFWBX7JMCU450856,1JI9MC,08-09-2025,4,2.5,White,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059098/motor-vehicles-motor-cycles/2012-hyundai-iload-tq-turbo-diesel-automatic-van,"Front Seat Stains All front seats
Dents or marks on body consistent with age and kilometres.
Seat Torn Driver seat
Paint peeling All over vehicle
Rear bumper Cracked bumper.",50,"$4,709",11 November 2025
2014,HOLDEN,Captiva,5 LT 2WD CG II,Wagon,Automatic,Petrol,107995,5.0,KL3DA26U9EB016586,1BY3GB,23-11-2025,4,2.4,Grey,Black Leather,Yes,No,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059119/motor-vehicles-motor-cycles/2014-holden-captiva-5-lt-2wd-cg-ii-automatic-wagon,Dents or marks on body consistent with age and kilometres.,60,"$3,500",11 November 2025
2013,HOLDEN,Captiva,7 SX 2WD CG II,Wagon,Automatic,Petrol,189972,7.0,KL3CA26UJDB093837,1AA4OV,28-08-2025,4,2.4,Silver,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059064/motor-vehicles-motor-cycles/2013-holden-captiva-7-sx-2wd-cg-ii-automatic-7-seats-wagon,"Rear Cracked bumper.
Dents or marks on body consistent with age and kilometres.
Front Seat worn Drivers
Engine light ON
Door card Damaged.
Medium Scuff on various panels
Reverse Camera Not Working",10,$909,11 November 2025
2007,TOYOTA,Corolla,Ascent ZRE152R,Hatchback,Automatic,Petrol,140083,5.0,JTNKU52E701018875,WAI288,12-09-2026,4,1.8,Silver,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058990/motor-vehicles-motor-cycles/2007-toyota-corolla-ascent-zre152r-automatic-hatchback,"Paint fading All around
Medium Scratch on Rear bumper
Dents or marks on body consistent with age and kilometres.",68,"$5,300",11 November 2025
2007,LEXUS,Is,IS250 Sports Luxury,Sedan,Automatic,Petrol,154628,5.0,JTHBK262202053079,UTF972,29-06-2026,6,2.5,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059061/motor-vehicles-motor-cycles/2007-lexus-is-is250-sports-luxury-automatic-sedan,"Drivers Seat, Carpet Worn.
Dents or marks on body consistent with age and kilometres.
Medium Scratch Various Panels
Door Handle requires attention.",60,"$6,344",11 November 2025
2005,TOYOTA,Hiace,TRH223R,Bus,Automatic,Petrol,362971,7.0,JTFSX22P506003765,1RX6AU,18-06-2026,4,2.7,White,Grey,Yes,No,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059094/motor-vehicles-motor-cycles/2005-toyota-hiace-trh223r-automatic-7-seats-bus,"Dents or marks on body consistent with age and kilometres.
Large Dent on Left side panels
Medium Scratch on All over the body
Paint fading Front and rear bumper
Medium Scuff on Small to medium in few spots",57,"$5,409",11 November 2025
2006,TOYOTA,Landcruiser,GXL UZJ100R,Wagon,Automatic,Petrol,377861,8.0,JTEHT09JX05514183,No plates,Unregistered,8,4.7,White,Grey,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351357/motor-vehicles-motor-cycles/2006-toyota-landcruiser-gxl-uzj100r-automatic-8-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,68,"$6,500",11 November 2025
2014,TOYOTA,Landcruiser,Workmate (4x4) VDJ76R,Wagon,Manual,Diesel,166295,5.0,JTEEV73J700010427,1HIJ915,25-11-2025,8,4.5,White,Grey,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9065018/motor-vehicles-motor-cycles/2014-toyota-landcruiser-workmate-4x4-vdj76r-turbo-diesel-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scratch on Various panels
Medium Dent on Various panels
Corrosion visible Various locations
Paint peeling various panels",274,"$34,900",11 November 2025
2007,TOYOTA,Kluger,4X2 KX-S GSU40R,Wagon,Automatic,Petrol,254151,7.0,JTEDS41A402024411,FVH24Q,Unregistered,6,3.5,Grey,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351383/motor-vehicles-motor-cycles/2007-toyota-kluger-4x2-kx-s-gsu40r-automatic-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,23,"$1,709",11 November 2025
2007,SUZUKI,Grand,Vitara 1.9 DDiS JT,Wagon,Manual,Diesel,218056,5.0,JSAJTD44V00274283,1CUC389,30-12-2025,4,1.9,Silver,Black,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9065016/motor-vehicles-motor-cycles/2007-suzuki-grand-vitara-1-9-ddis-jt-turbo-diesel-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Door card Worn.
Paint peeling Boot door
Large Scuff on Passenger side
Corrosion visible Bonnet",36,"$2,339",11 November 2025
2009,SUZUKI,Sx4,2WD GY,Hatchback,Automatic,Petrol,115877,5.0,JSAGYA41S00201498,BY97630,Unregistered,4,2.0,White,Charcoal,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9064999/motor-vehicles-motor-cycles/2009-suzuki-sx4-2wd-gy-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scratch on Various panels",13,"$1,010",11 November 2025
2004,SUZUKI,Ignis,GL,Hatchback,Manual,Petrol,34875,5.0,JSAFHX51S00172418,Unlicensed,Unregistered,4,1.3,Yellow,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9065041/motor-vehicles-motor-cycles/2004-suzuki-ignis-gl-manual-hatchback,"Paint fading Various panels
Dents or marks on body consistent with age and kilometres.
Medium Dent on Driver side doors
Medium Scuff on Front and rear bumper",19,"$1,309",11 November 2025
