year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold,odo_suspect,canonical_tag,canonical_reason,price_numeric,price_text,bids_numeric
2007,TOYOTA,Hiace,LWB KDH201R,Van,Automatic,Diesel,425951,3.0,JTFHT02P200008032,No plates,Unregistered,4,3.0,White,Grey,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713589/motor-vehicles-motor-cycles/2007-toyota-hiace-lwb-kdh201r-turbo-diesel-automatic-van,"Front Seat worn Bench
Dents or marks on body consistent with age and kilometres.
Large Dent on rh centre panel, rh side rear door",46,4700,2025-11-09,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2013,TOYOTA,Corolla,Ascent ZRE182R,Hatchback,CVT,Petrol,302351,5.0,JTNKU3JE20J044774,BX44KG,Unregistered,4,1.8,White,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10351350/motor-vehicles-motor-cycles/2013-toyota-corolla-ascent-zre182r-cvt-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,50,6300,2025-11-09,0,toyota_corolla_hatch_petrol_auto_ascent_fwd_2013_2015,[OK],,,
2007,TOYOTA,Corolla,Ascent ZRE152R,Hatchback,Automatic,Petrol,264683,5.0,JTNKU52E202019507,1XB6WY,12-01-2026,4,1.8,Blue,Black,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058985/motor-vehicles-motor-cycles/2007-toyota-corolla-ascent-zre152r-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Engine idling rough
Paint fading Around vehicle
Rear bumper Cracked bumper.
Medium Scuff on Around vehicle
Corrosion visible Around vehicle
Engine light ON",42,2600,2025-11-09,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Kluger,4X2 KX-S GSU40R,Wagon,Automatic,Petrol,254151,7.0,JTEDS41A402024411,FVH24Q,Unregistered,6,3.5,Grey,Black,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351383/motor-vehicles-motor-cycles/2007-toyota-kluger-4x2-kx-s-gsu40r-automatic-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,23,1709,2025-11-11,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2014,TOYOTA,Landcruiser,Workmate (4x4) VDJ76R,Wagon,Manual,Diesel,166295,5.0,JTEEV73J700010427,1HIJ915,25-11-2025,8,4.5,White,Grey,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9065018/motor-vehicles-motor-cycles/2014-toyota-landcruiser-workmate-4x4-vdj76r-turbo-diesel-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scratch on Various panels
Medium Dent on Various panels
Corrosion visible Various locations
Paint peeling various panels",274,34900,2025-11-11,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2006,TOYOTA,Landcruiser,GXL UZJ100R,Wagon,Automatic,Petrol,377861,8.0,JTEHT09JX05514183,No plates,Unregistered,8,4.7,White,Grey,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351357/motor-vehicles-motor-cycles/2006-toyota-landcruiser-gxl-uzj100r-automatic-8-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,68,6500,2025-11-11,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Hiace,TRH223R,Bus,Automatic,Petrol,362971,7.0,JTFSX22P506003765,1RX6AU,18-06-2026,4,2.7,White,Grey,Yes,No,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059094/motor-vehicles-motor-cycles/2005-toyota-hiace-trh223r-automatic-7-seats-bus,"Dents or marks on body consistent with age and kilometres.
Large Dent on Left side panels
Medium Scratch on All over the body
Paint fading Front and rear bumper
Medium Scuff on Small to medium in few spots",57,5409,2025-11-11,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Corolla,Ascent ZRE152R,Hatchback,Automatic,Petrol,140083,5.0,JTNKU52E701018875,WAI288,12-09-2026,4,1.8,Silver,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058990/motor-vehicles-motor-cycles/2007-toyota-corolla-ascent-zre152r-automatic-hatchback,"Paint fading All around
Medium Scratch on Rear bumper
Dents or marks on body consistent with age and kilometres.",68,5300,2025-11-11,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2017,TOYOTA,Hilux,4X2 SR Hi Rider GUN136R Dual,Cab Chassis,Automatic,Diesel,139863,5.0,MR0JA3DD400343265,No plates,Unregistered,4,2.8,White,Multi,Yes,No,Yes,No,Yes,SA,https://www.grays.com/lot/0001-60049534/motor-vehicles-motor-cycles/2017-toyota-hilux-4x2-sr-hi-rider-gun136r-turbo-diesel-automatic-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,306,21400,2025-11-11,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2020,TOYOTA,Corolla,Ascent Sport MZEA12R,Hatchback,CVT,Petrol,54021,5.0,JTNK43BE803095327,No plates,Unregistered,4,2.0,White,Black,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50517277/motor-vehicles-motor-cycles/2020-toyota-corolla-ascent-sport-mzea12r-cvt-hatchback,Dents or marks on body consistent with age and kilometres.,100,19700,2025-11-12,0,toyota_corolla_hatch_petrol_auto_ascent_sport_fwd_2019_2023,[OK],,,
2019,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,187783,5.0,MR0KA3CD201240989,No plates,Unregistered,4,2.8,White,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713611/motor-vehicles-motor-cycles/2019-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Large Dent on Bonnet
Medium Dent on RHF and LHF guard",240,26900,2025-11-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Hilux,SR (4x4) KUN26R Dual,Dual Cab,Manual,Diesel,502674,5.0,MR0FZ22G301167549,No plates,Unregistered,4,3.0,White,Grey,Yes,Yes,Yes,Yes,No,QLD,https://www.grays.com/lot/0001-50713619/motor-vehicles-motor-cycles/2008-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-dual-cab,"Large Dent on LH front guard
Seat Torn Driver
Medium Dent on Rear tailgate
Radio Missing
Dents or marks on body consistent with age and kilometres.
Large Dent on LHF Panel
Engine light ON
Other Warning light ON",56,3209,2025-11-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2013,TOYOTA,Yaris,YR NCP130R,Hatchback,Manual,Petrol,165587,5.0,JTDKW3D380D549046,No plates,Unregistered,4,1.3,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049541/motor-vehicles-motor-cycles/2013-toyota-yaris-yr-ncp130r-manual-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,5,3400,2025-11-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2016,TOYOTA,Landcruiser,Workmate VDJ79R T D,Crew Cab Chassis,Manual,Diesel,73900,5.0,JTEBV71JX07011424,Unlicensed,Unregistered,8,4.5,Silver,Grey,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9065053/motor-vehicles-motor-cycles/2016-toyota-landcruiser-workmate-vdj79r-t-d-manual-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Clutch Requires attention
Paint fading Various panels",149,42600,2025-11-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2006,TOYOTA,Landcruiser,Prado GXL GRJ120R,Wagon,Automatic,Petrol,276109,8.0,JTEBU29J305064441,1ECJ525,11-03-2026,6,4.0,Silver,Black,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9065082/motor-vehicles-motor-cycles/2006-toyota-landcruiser-prado-gxl-grj120r-automatic-8-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Paint peeling Various Panels
Front Bumper Driver Side Cracked bumper.
Large Scratch on Various Panels, Both Sides
Engine Smoke visible
Seats Removed
Paint fading various panels
Windscreen Chipped or Cracked.",92,7100,2025-11-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Aurion,AT-X GSV40R,Sedan,Automatic,Petrol,225220,5.0,6T153KK400X305883,1DJW372,22-11-2025,6,3.5,White,Charcoal,Yes,No,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9065085/motor-vehicles-motor-cycles/2008-toyota-aurion-at-x-gsv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scuff on Rear bumper
Medium Dent on Various panels
Medium Scratch on Various panels
Paint peeling fuel cover panel",25,2000,2025-11-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2011,TOYOTA,Rav,4 CV 2WD ACA38R,Wagon,Manual,Petrol,227037,5.0,JTMZD33V105212641,1DZC566,24-01-2026,4,2.4,White,Black,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9065103/motor-vehicles-motor-cycles/2011-toyota-rav-4-cv-2wd-aca38r-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Paint peeling Various Panels
Corrosion visible Various Spots Under Peeled Paint
Front Seat Marks Driver
Medium Scratch on Various Panels, Driver Front Quarter
Front Bumper Cracked bumper.
Windscreen Chipped or Cracked.",64,5100,2025-11-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2004,TOYOTA,Avalon,GXI MCX10R,Sedan,Automatic,Petrol,250020,5.0,6T153XH1006041610,TEY228,30-11-2025,6,3.0,Silver,Grey,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21059186/motor-vehicles-motor-cycles/2004-toyota-avalon-gxi-mcx10r-automatic-sedan,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Damaged Left rear brake light
Medium Scuff on Around vehicle",10,1150,2025-11-12,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Yaris,YR NCP90R,Hatchback,Automatic,Petrol,239064,5.0,JTDJW923505016275,TZR815,Unregistered,4,1.3,White,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21059153/motor-vehicles-motor-cycles/2005-toyota-yaris-yr-ncp90r-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Rear bumper quarter panel
Medium Dent on Rear wheel arch",16,2900,2025-11-13,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2020,TOYOTA,Corolla,ASCENT SPORT HYBRID ZWE211R,Hatchback,CVT,Hybrid,70035,5.0,JTNK93BEX03020985,1UT5EW,25-10-2025,4,1.8,Red,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059266/motor-vehicles-motor-cycles/2020-toyota-corolla-ascent-sport-hybrid-zwe211r-cvt-hatchback,"Front bumper Cracked.
Medium Dents, marks, scratches on body consistent with age and kilometres.",255,18700,2025-11-16,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Kluger,CVX,Wagon,Automatic,Petrol,300988,7.0,JTEEP21A500103611,TGV735,10-03-2026,6,3.3,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059255/motor-vehicles-motor-cycles/2005-toyota-kluger-cvx-automatic-7-seats-wagon,"Paint peeling, fading, large scuff Around vehicle
Dents or marks on body consistent with age and kilometres.
Rear Cracked bumper.
Front Seat and steering wheel worn.",14,1309,2025-11-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1995,TOYOTA,Landcruiser,GXL FZJ80,Wagon,Manual,Petrol,441005,8.0,JT711UJ8008018345,1XM7VT,10-03-2026,6,4.5,White,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21059204/motor-vehicles-motor-cycles/1995-toyota-landcruiser-gxl-fzj80-manual-8-seats-wagon,"Dash requires attention
Driver seat torn, Door card Damaged.
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Large Scratch, Dent, Paint Peel on Various Panels
Corrosion visible various areas
Seats removed. Seats 5,.
Seats removed. Seats 5,.",34,5100,2025-11-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2012,TOYOTA,Alphard,Import,Wagon,Automatic,Hybrid,240626,7.0,6U900ATH208009308,1QL2JQ,01-01-2026.,4,2.4,Multi,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21059222/motor-vehicles-motor-cycles/2012-toyota-alphard-import-automatic-7-seats-wagon,"Other Warning light ON
Dents or marks on body consistent with age and kilometres.
Airbag light ON",154,9800,2025-11-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2016,TOYOTA,C-hr,FWD KOBA NGX10R,Wagon,CVT,Petrol,244687,5.0,JTNKY3BX001000115,No plates,Unregistered,4,1.2,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049572/motor-vehicles-motor-cycles/2016-toyota-c-hr-fwd-koba-ngx10r-cvt-wagon,"Transmission Requires attention Strongly recommend inspection by qualified third party
Engine light ON
Traction control light ON
Other Warning light ON",116,7309,2025-11-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Corolla,Ascent ZRE152R,Sedan,Automatic,Petrol,179793,5.0,JTNBU52E00J023755,No plates,Unregistered,4,1.8,Grey,Black,Yes,No,No,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059372/motor-vehicles-motor-cycles/2008-toyota-corolla-ascent-zre152r-automatic-sedan,"Seat Torn Back seat
Paint peeling All around vehicle
Dash Torn or Cracked
Windscreen Chipped or Cracked.
Paint fading Roof and boot
Dents or marks on body consistent with age and kilometres.",42,4300,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2019,TOYOTA,Camry,Ascent ASV70R,Sedan,Automatic,Petrol,102697,5.0,JTNBF3HK703046045,CW77TT,Unregistered,4,2.5,Silver,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10351451/motor-vehicles-motor-cycles/2019-toyota-camry-ascent-asv70r-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,225,13609,2025-11-18,0,toyota_camry_sedan_petrol_auto_ascent_fwd_2018_2023,[OK],,,
2008,TOYOTA,Camry,Altise ACV40R,Sedan,Automatic,Petrol,179439,5.0,6T153BK400X061417,BNG31P,Unregistered,4,2.4,Blue,Black,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10351455/motor-vehicles-motor-cycles/2008-toyota-camry-altise-acv40r-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,43,3409,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2004,TOYOTA,Hiace,LWB RZH113R,Van,Manual,Petrol,356555,3.0,JT721UHB105003359,XYJ459,22-06-2026,4,2.4,White,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21059230/motor-vehicles-motor-cycles/2004-toyota-hiace-lwb-rzh113r-manual-van,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Around exterior
Medium Scratch on Around exterior
Front Seat worn All 3 seats worn",33,2409,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2017,TOYOTA,Corolla,Ascent Sport ZRE182R,Hatchback,CVT,Petrol,141472,5.0,JTNKU3JE90J560436,1YB8MS,Unregistered,4,1.8,White,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059275/motor-vehicles-motor-cycles/2017-toyota-corolla-ascent-sport-zre182r-cvt-hatchback,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",98,10800,2025-11-18,0,toyota_corolla_hatch_petrol_auto_ascent_sport_fwd_2016_2018,[OK],,,
2000,TOYOTA,Camry,CSX SXV20R,Sedan,Automatic,Petrol,87280,5.0,6T153SK200X069415,QMW343,22-12-2025,4,2.2,Green,Beige,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21059281/motor-vehicles-motor-cycles/2000-toyota-camry-csx-sxv20r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Controls Broken Master window switch
Paint peeling various panels",14,1109,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2002,TOYOTA,Camry,CSI MCV20R,Sedan,Automatic,Petrol,182681,5.0,6T153XK200X602527,1ZO8VQ,19-01-2026,6,3.0,Silver,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059315/motor-vehicles-motor-cycles/2002-toyota-camry-csi-mcv20r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint fading Around exterior
Dash Torn or Cracked",13,1300,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2004,TOYOTA,Camry,Altise MCV36R,Sedan,Manual,Petrol,261166,5.0,6T153XK360X295071,No plates,Unregistered,6,3.0,Silver,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059320/motor-vehicles-motor-cycles/2004-toyota-camry-altise-mcv36r-manual-sedan,"Door card Damaged.
Seat Torn Burn holes around interior
Paint fading Around vehicle
Rear Cracked bumper.
Medium Scratch on Around vehicle
Dents or marks on body consistent with age and kilometres.",6,509,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2016,TOYOTA,Camry,Altise ASV50R,Sedan,Automatic,Petrol,278245,5.0,6T1BF3FK10X105106,1PX5VS,18-01-2026,4,2.5,White,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059375/motor-vehicles-motor-cycles/2016-toyota-camry-altise-asv50r-automatic-sedan,"Back Seat Stains.
Dents or marks on body consistent with age and kilometres.
Carpet worn in places.
Corrosion visible on chip of paint
Medium Scratch on various panels",90,7400,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Camry,Altise ACV40R,Sedan,Automatic,Petrol,279811,5.0,6T153BK400X064742,1QY9QR,19-12-2025,4,2.4,Silver,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059381/motor-vehicles-motor-cycles/2008-toyota-camry-altise-acv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Large Dent on Around vehicle
Back Seat Stains.
Front Seat Stains both
Medium Scratch on Around vehicle",37,2509,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Aurion,Prodigy GSV40R,Sedan,Automatic,Petrol,245950,5.0,6T153KK400X327990,XJU397,31-12-2025,6,3.5,Silver,Cream Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21059385/motor-vehicles-motor-cycles/2009-toyota-aurion-prodigy-gsv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Large Dent on Drivers door
Large Scuff on Front and rear bumpers
Front Seat worn driver seat
Damaged RH Side mirror signal light
Body/panel damage RHR Wheel arch
Paint peeling various panels
Medium Scratch on various panels",28,2500,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1992,TOYOTA,4,Runner RV6 VZN130,Wagon,Manual,Petrol,413907,5.0,JT711VND007005234,No plates,Unregistered,6,3.0,Dark Blue,Grey,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713655/motor-vehicles-motor-cycles/1992-toyota-4-runner-rv6-vzn130-manual-wagon,"Seat Torn RHF
Large Dent on Tailgate
Dents or marks on body consistent with age and kilometres.
Corrosion visible various areas
Medium Scratch on front bumper.
Engine runs rough.",37,3000,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Camry,HYBRID LUXURY AHV40R,Sedan,CVT,Hybrid,189693,5.0,6T153FK400X223160,No plates,Unregistered,4,2.4,Silver,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049589/motor-vehicles-motor-cycles/2010-toyota-camry-hybrid-luxury-ahv40r-cvt-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,44,4400,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2018,TOYOTA,Hilux,,Ute,Automatic,Diesel,200362,4.0,MR0KA3CCX01164526,Unlicensed,Unregistered,4,2.8,White,Black,Yes,Yes,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9065135/motor-vehicles-motor-cycles/2018-toyota-hilux-automatic-ute,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Tray area
Door card Worn.
Windscreen Chipped or Cracked.
Engine light ON
Traction control light ON
Engine noise observed.
Transmission Requires attention Strongly recommend inspection by qualified third party
Other Warning light ON",238,20300,2025-11-18,0,UNCLASSIFIED,[AMBIG_DRIVETRAIN],,,
2000,TOYOTA,Hilux,DBLE 4X2 Dual,Dual Cab,Automatic,Petrol,348225,5.0,MR033UNE907002392,1AWF589,31-01-2026,4,2.7,White,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9065159/motor-vehicles-motor-cycles/2000-toyota-hilux-dble-cab-4x2-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scuff on Drivers door
Medium Dent on Various panels
Seat Torn driver seat
Paint fading various panels
Corrosion visible Around the vehicle",35,3300,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2021,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,148269,5.0,MR0KA3CD801261412,1HJM704,22-02-2026,4,2.8,White,Black,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9065164/motor-vehicles-motor-cycles/2021-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Corrosion visible Around on vehicle
Windscreen Chipped or Cracked.
Paint fading various panels",180,25200,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2021,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,76147,5.0,MR0KA3CD501257317,1HHU421,02-02-2026,4,2.8,White,Black,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9065165/motor-vehicles-motor-cycles/2021-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Corrosion visible various areas around the vehicle
Damaged side mirror light
Back Seat Marks.
Front Seat Marks both seats
Door card Worn.",288,37800,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2021,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,95880,5.0,MR0KA3CD301262709,1HKI698,19-03-2026,4,2.8,White,Black,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9065168/motor-vehicles-motor-cycles/2021-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Corrosion visible around various areas.
Front Seat worn both seats
Back Seat worn.
Door card Worn.",236,30100,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2020,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,92581,5.0,MR0KA3CD501253610,1HGJ661,15-12-2025,4,2.8,White,Black,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9065170/motor-vehicles-motor-cycles/2020-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Corrosion visible Trayback, spots in Paint and underbody
Paint fading various panels
Engine noise observed.",213,27300,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2021,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,90588,5.0,MR0KA3CD601255222,1HHG417,07-01-2026,4,2.8,White,Black,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9065173/motor-vehicles-motor-cycles/2021-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Tray area
Windscreen Chipped or Cracked.
Medium Scuff on various panels",173,33500,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2021,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,113737,5.0,MR0KA3CD901264626,1HLU848,01-03-2026,4,2.8,White,Black,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9065174/motor-vehicles-motor-cycles/2021-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Roof above Windshield, Trayback
Damaged Driver Side Mirror
Windscreen Chipped or Cracked.
Paint fading various panels",213,30100,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1998,TOYOTA,Camry,CSI SXV20R,Sedan,Automatic,Petrol,357558,5.0,6T153SK200X029781,1APA347,16-02-2026,4,2.2,White,Grey,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9065175/motor-vehicles-motor-cycles/1998-toyota-camry-csi-sxv20r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Door card Worn.
Front Seat worn Both seats
Windscreen Chipped or Cracked.
Medium Scuff on Bumpers
Corrosion visible Various places
Rear bumper Cracked bumper.
Hood Lining Sagging
Back Seat Stains.
Front Seat Stains driver seat
Marks in boot
Damaged LHF Headlight
Paint fading various panels",9,809,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Aurion,AT-X GSV40R,Sedan,Automatic,Petrol,315650,5.0,6T153KK400X316484,Unlicensed,Unregistered,6,3.5,Silver,Charcoal,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9065233/motor-vehicles-motor-cycles/2008-toyota-aurion-at-x-gsv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Dent on Various panels
Large Scratch on Front left door
Medium Scratch on Various panels",16,1600,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2012,TOYOTA,Kluger,4X2 KX-S GSU40R,Wagon,Automatic,Petrol,272218,7.0,JTEDS41A902120728,BS80GE,Unregistered,6,3.5,Blue,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10351441/motor-vehicles-motor-cycles/2012-toyota-kluger-4x2-kx-s-gsu40r-automatic-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,47,3300,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2014,TOYOTA,Prius-c,NHP10R,Hatchback,CVT,Hybrid,251705,5.0,JTDKD3B3801564852,No Plates,Unregistered,4,1.5,White,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351459/motor-vehicles-motor-cycles/2014-toyota-prius-c-nhp10r-cvt-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,59,5900,2025-11-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
